Name,Color,Rarity,# Seen,ALSA,# Picked,ATA,# GP,% GP,GP WR,# OH,OH WR,# GD,GD WR,# GIH,GIH WR,# GNS,GNS WR,IWD,mana_cost,cmc,type_line,oracle_text,power,toughness,colors,color_identity,keywords,set,rarity
Ral and the Implicit Maze,R,U,76928,4.37,20183,5.23,96391,78.00%,56.90%,15418,56.90%,20806,59.40%,36224,58.30%,59548,55.90%,2.4pp,{3}{R}{R},5,Enchantment — Saga,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Ral and the Implicit Maze deals 2 damage to each creature and planeswalker your opponents control.
II — You may discard a card. If you do, exile the top two cards of your library. You may play them until the end of your next turn.
III — Create a Spellgorger Weird token. (It's a {2}{R} 2/2 Weird creature with ""Whenever you cast a noncreature spell, put a +1/+1 counter on Spellgorger Weird."")",,,['R'],['R'],[],mh3,uncommon
Reckless Pyrosurfer,R,U,81661,4.53,19997,5.51,102665,83.10%,57.10%,18411,57.80%,19740,55.00%,38151,56.40%,64294,57.50%,-1.2pp,{1}{R},2,Creature — Human Scout,"Haste
Landfall — Whenever a land enters the battlefield under your control, Reckless Pyrosurfer gains battle cry until end of turn. (Whenever this creature attacks, each other attacking creature gets +1/+0 until end of turn. Each instance of battle cry triggers separately.)",2,2,['R'],['R'],"['Haste', 'Landfall']",mh3,uncommon
Reiterating Bolt,R,U,60889,3.41,16905,4.07,89239,87.70%,55.20%,15356,54.10%,19155,55.50%,34511,54.90%,54761,55.40%,-0.5pp,{1}{R},2,Sorcery,"Replicate—Pay {E}{E}{E}. (When you cast this spell, copy it for each time you paid its replicate cost. You may choose new targets for the copies.)
Reiterating Bolt deals 3 damage to target creature or planeswalker.",,,['R'],['R'],['Replicate'],mh3,uncommon
Sarpadian Simulacrum,R,C,288898,7.19,35932,10.35,90977,42.00%,54.20%,15704,54.80%,17703,52.90%,33407,53.80%,57349,54.40%,-0.6pp,{R},1,Artifact Creature — Goblin,"Haste
{3}{R}, Sacrifice Sarpadian Simulacrum: It deals 4 damage to target creature.",1,1,['R'],['R'],['Haste'],mh3,common
Siege Smash,R,C,300019,7.63,39844,10.82,84496,34.80%,56.40%,13117,54.80%,16661,55.50%,29778,55.20%,54714,57.00%,-1.8pp,{1}{R},2,Instant,"Split second (As long as this spell is on the stack, players can't cast spells or activate abilities that aren't mana abilities.)
Choose one —
• Destroy target artifact.
• Target creature gets +3/+2 and gains trample until end of turn.",,,['R'],['R'],['Split second'],mh3,common
Skittering Precursor,R,U,81522,4.41,15601,5.91,74740,78.70%,55.60%,12851,54.70%,15527,55.30%,28378,55.10%,45967,55.90%,-0.8pp,{2}{R},3,Creature — Eldrazi Drone,"Devoid (This card has no color.)
Menace
Whenever you sacrifice a nontoken permanent, create a 0/1 colorless Eldrazi Spawn creature token with ""Sacrifice this creature: Add {C}.""",3,3,[],['R'],"['Devoid', 'Menace']",mh3,uncommon
"Skoa, Embermage",R,C,276262,6.33,42301,8.94,145593,56.40%,55.50%,22001,53.20%,30465,56.10%,52466,54.90%,92255,55.80%,-0.9pp,{4}{R}{R},6,Legendary Creature — Goblin Wizard,"When Skoa, Embermage enters the battlefield, it deals 4 damage to any target.
Grandeur — Discard another card named Skoa, Embermage, Sacrifice two Mountains: Skoa deals 4 damage to any target.",4,4,['R'],['R'],['Grandeur'],mh3,common
Smelted Chargebug,R,C,248316,5.52,48679,7.18,240506,80.50%,56.50%,42717,56.90%,47158,55.90%,89875,56.30%,150219,56.70%,-0.3pp,{1}{R},2,Artifact Creature — Insect,"Menace
When Smelted Chargebug enters the battlefield, you get {E}{E} (two energy counters).
Whenever Smelted Chargebug attacks, you may pay {E}. If you do, another target attacking creature gets +1/+0 and gains menace until end of turn.",1,3,['R'],['R'],['Menace'],mh3,common
Spawn-Gang Commander,R,U,48234,2.8,18862,3.09,100088,86.50%,56.80%,16258,56.90%,21661,60.90%,37919,59.20%,61006,55.10%,4.1pp,{3}{R}{R},5,Creature — Eldrazi Goblin,"Devoid (This card has no color.)
When you cast this spell, create three 0/1 colorless Eldrazi Spawn creature tokens with ""Sacrifice this creature: Add {C}.""
{1}{C}, Sacrifice an Eldrazi: Spawn-Gang Commander deals 2 damage to any target.",2,2,[],['R'],['Devoid'],mh3,uncommon
Thriving Skyclaw,R,C,277394,6.65,35430,9.62,107678,50.30%,54.30%,17064,52.70%,22425,53.80%,39489,53.30%,68157,54.90%,-1.6pp,{2}{R}{R},4,Creature — Cat Dragon,"Flying
When Thriving Skyclaw enters the battlefield, you get {E}{E}{E} (three energy counters).
Whenever Thriving Skyclaw attacks, you may pay {E}{E}{E}. If you do, put a +1/+1 counter on it.",3,2,['R'],['R'],['Flying'],mh3,common
Unstable Amulet,R,U,82559,4.82,18509,5.83,84931,74.90%,56.60%,15113,56.80%,18237,57.50%,33350,57.10%,51363,56.30%,0.9pp,{1}{R},2,Artifact,"When Unstable Amulet enters the battlefield, you get {E}{E} (two energy counters).
Whenever you cast a spell from anywhere other than your hand, Unstable Amulet deals 1 damage to each opponent.
{T}, Pay {E}{E}: Exile the top card of your library. You may play it until you exile another card with Unstable Amulet.",,,['R'],['R'],[],mh3,uncommon
Voidpouncer,R,C,262922,5.79,38619,8.28,154825,66.30%,55.20%,26828,54.00%,31456,53.90%,58284,53.90%,95612,55.90%,-2.0pp,{1}{R},2,Creature — Eldrazi,"Devoid (This card has no color.)
Kicker {2}{C} (You may pay an additional {2}{C} as you cast this spell.)
If Voidpouncer was kicked, it enters the battlefield with two +1/+1 counters and a trample counter on it and with haste.",3,1,[],['R'],"['Devoid', 'Kicker']",mh3,common
Wheel of Potential,R,R,46545,6.26,5468,9.51,2636,8.10%,49.10%,383,,601,50.20%,984,47.90%,1655,49.80%,-2.0pp,{2}{R},3,Sorcery,"You get {E}{E}{E} (three energy counters), then you may pay X {E}.
Each player may exile their hand and draw X cards. If X is 7 or more, you may play cards you own exiled this way until the end of your next turn.",,,['R'],['R'],[],mh3,rare
Basking Broodscale,G,C,176909,3.62,41529,4.67,233796,92.80%,55.90%,41780,58.20%,51068,55.90%,92848,57.00%,138611,55.20%,1.8pp,{1}{G},2,Creature — Eldrazi Lizard,"Devoid (This card has no color.)
{1}{G}: Adapt 1. (If this creature has no +1/+1 counters on it, put a +1/+1 counter on it.)
Whenever one or more +1/+1 counters are put on Basking Broodscale, you may create a 0/1 colorless Eldrazi Spawn creature token with ""Sacrifice this creature: Add {C}.""",2,2,[],['G'],"['Devoid', 'Adapt']",mh3,common
Birthing Ritual,G,M,15678,4.36,1849,6.45,2351,21.60%,50.60%,409,,537,51.00%,946,51.50%,1375,50.00%,1.4pp,{1}{G},2,Enchantment,"At the beginning of your end step, if you control a creature, look at the top seven cards of your library. Then you may sacrifice a creature. If you do, you may put a creature card with mana value X or less from among those cards onto the battlefield, where X is 1 plus the sacrificed creature's mana value. Put the rest on the bottom of your library in a random order.",,,['G'],['G'],[],mh3,mythic
Collective Resistance,G,U,97304,5.41,15738,7.4,69686,72.50%,56.20%,11240,56.10%,15730,58.90%,26970,57.70%,42653,55.20%,2.5pp,{1}{G},2,Instant,"Escalate {G} (Pay this cost for each mode chosen beyond the first.)
Choose one or more —
• Destroy target artifact.
• Destroy target enchantment.
• Target creature gains hexproof and indestructible until end of turn.",,,['G'],['G'],['Escalate'],mh3,uncommon
Colossal Dreadmask,G,C,264429,5.83,37445,8.29,158142,70.10%,55.00%,24227,52.90%,35941,55.50%,60168,54.50%,96528,55.20%,-0.7pp,{4}{G}{G},6,Artifact — Equipment,"Living weapon (When this Equipment enters the battlefield, create a 0/0 black Phyrexian Germ creature token, then attach this to it.)
Equipped creature gets +6/+6 and has trample.
Equip {3}{G}{G}",,,['G'],['G'],"['Equip', 'Living weapon']",mh3,common
"Eladamri, Korvecdal",G,M,5775,1.7,2918,1.66,15036,88.00%,53.20%,2578,51.70%,3399,54.00%,5977,53.00%,8870,53.20%,-0.2pp,{1}{G}{G},3,Legendary Creature — Elf Warrior,"You may look at the top card of your library any time.
You may cast creature spells from the top of your library.
{G}, {T}, Tap two untapped creatures you control: Reveal a card from your hand or the top card of your library. If you reveal a creature card this way, put it onto the battlefield. Activate only during your turn.",3,3,['G'],['G'],[],mh3,mythic
Eldrazi Repurposer,G,C,158393,3.3,45572,3.99,258779,92.10%,57.30%,46269,60.20%,57474,59.20%,103743,59.60%,150902,55.50%,4.1pp,{2}{G},3,Creature — Eldrazi Drone,"Devoid (This card has no color.)
When you cast this spell and when Eldrazi Repurposer dies, create a 0/1 colorless Eldrazi Spawn creature token with ""Sacrifice this creature: Add {C}.""",3,3,[],['G'],['Devoid'],mh3,common
Evolution Witness,G,C,216174,4.45,38859,6.11,204225,87.80%,54.60%,34874,52.00%,44781,55.70%,79655,54.10%,121642,54.80%,-0.7pp,{2}{G},3,Creature — Elf Shaman Mutant,"{1}{G}: Adapt 2. (If this creature has no +1/+1 counters on it, put two +1/+1 counters on it.)
Whenever one or more +1/+1 counters are put on Evolution Witness, return target permanent card from your graveyard to your hand.",2,1,['G'],['G'],['Adapt'],mh3,common
Fanatic of Rhonas,G,R,12745,1.87,6783,1.86,36919,89.40%,56.60%,6598,64.60%,8217,56.90%,14815,60.30%,21793,53.90%,6.4pp,{1}{G},2,Creature — Snake Druid,"{T}: Add {G}.
Ferocious — {T}: Add {G}{G}{G}{G}. Activate only if you control a creature with power 4 or greater.
Eternalize {2}{G}{G} ({2}{G}{G}, Exile this card from your graveyard: Create a token that's a copy of it, except it's a 4/4 black Zombie Snake Druid with no mana cost. Eternalize only as a sorcery.)",1,4,['G'],['G'],"['Ferocious', 'Eternalize']",mh3,rare
Fangs of Kalonia,G,U,90583,5.13,12210,7.26,47531,66.00%,52.50%,7138,49.60%,10170,53.30%,17308,51.80%,30206,53.00%,-1.2pp,{1}{G},2,Sorcery,"Put a +1/+1 counter on target creature you control, then double the number of +1/+1 counters on each creature that had a +1/+1 counter put on it this way.
Overload {4}{G}{G} (You may cast this spell for its overload cost. If you do, change ""target"" in its text to ""each."")",,,['G'],['G'],['Overload'],mh3,uncommon
Flare of Cultivation,G,R,34187,4.5,4007,6.69,10119,43.30%,50.70%,1697,49.80%,2299,50.70%,3996,50.30%,6127,51.00%,-0.7pp,{1}{G}{G},3,Sorcery,"You may sacrifice a nontoken green creature rather than pay this spell's mana cost.
Search your library for up to two basic land cards, reveal those cards, put one onto the battlefield tapped and the other into your hand, then shuffle.",,,['G'],['G'],[],mh3,rare
Fowl Strike,G,C,295877,7.15,34465,10.52,72870,35.40%,53.00%,11196,50.80%,16066,53.70%,27262,52.50%,45606,53.30%,-0.8pp,{1}{G},2,Instant,"Destroy target creature with flying.
Reinforce 2—{2}{G} ({2}{G}, Discard this card: Put two +1/+1 counters on target creature.)",,,['G'],['G'],['Reinforce'],mh3,common
Gift of the Viper,G,C,280127,6.41,33383,9.47,113782,56.70%,54.50%,17757,54.40%,24730,56.30%,42487,55.50%,71174,53.90%,1.6pp,{G},1,Instant,"Put a +1/+1 counter, a reach counter, and a deathtouch counter on target creature. Untap it.",,,['G'],['G'],[],mh3,common
Horrific Assault,G,C,170129,3.52,47418,4.34,265731,91.40%,56.70%,43928,57.00%,60196,60.00%,104124,58.70%,161051,55.30%,3.4pp,{G},1,Sorcery,"Target creature you control deals damage equal to its power to target creature or planeswalker you don't control. If you control an Eldrazi, you gain 3 life.",,,['G'],['G'],[],mh3,common
The Hunger Tide Rises,G,U,107720,6.46,12043,9.59,26350,36.90%,51.90%,4464,50.30%,5804,49.90%,10268,50.10%,15855,53.00%,-2.9pp,{2}{G},3,Enchantment — Saga,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after IV.)
I, II, III — Create a 1/1 black and green Insect creature token.
IV — Sacrifice any number of creatures. Search your library and/or graveyard for a creature card with mana value less than or equal to the number of creatures sacrificed this way and put it onto the battlefield. If you search your library this way, shuffle.",,,['G'],['G'],[],mh3,uncommon
Hydra Trainer,G,U,91184,5.19,12337,7.27,47932,65.90%,52.30%,8451,51.20%,9886,49.60%,18337,50.30%,29382,53.50%,-3.1pp,{1}{G},2,Creature — Human Warrior,"You may exert Hydra Trainer as it attacks. When you do, target creature gets +X/+X until end of turn, where X is the number of counters on permanents you control. (An exerted creature won't untap during your next untap step.)
{2}{G}: Adapt 2. (If this creature has no +1/+1 counters on it, put two +1/+1 counters on it.)",1,1,['G'],['G'],"['Adapt', 'Exert']",mh3,uncommon
Lion Umbra,G,U,105238,6.29,12149,9.33,29639,41.00%,53.20%,4524,51.80%,6023,52.30%,10547,52.10%,18881,53.70%,-1.7pp,{G}{G},2,Enchantment — Aura,"Enchant modified creature (Equipment, Auras its controller controls, and counters are modifications.)
Enchanted creature gets +3/+3 and has vigilance and reach.
Umbra armor (If enchanted creature would be destroyed, instead remove all damage from it and destroy this Aura.)",,,['G'],['G'],"['Umbra armor', 'Enchant']",mh3,uncommon
Malevolent Rumble,G,C,222265,4.78,50955,5.92,265744,84.40%,57.60%,48006,60.70%,59593,59.80%,107599,60.20%,158077,55.90%,4.3pp,{1}{G},2,Sorcery,"Reveal the top four cards of your library. You may put a permanent card from among them into your hand. Put the rest into your graveyard. Create a 0/1 colorless Eldrazi Spawn creature token with ""Sacrifice this creature: Add {C}.""",,,['G'],['G'],[],mh3,common
Monstrous Vortex,G,U,113830,7.47,11693,11.21,5898,8.50%,48.10%,916,45.00%,1408,47.10%,2324,46.30%,3531,49.30%,-3.0pp,{3}{G},4,Enchantment,"Whenever you cast a creature spell with power 5 or greater, discover X, where X is that spell's mana value. (Exile cards from the top of your library until you exile a nonland card with that mana value or less. Cast it without paying its mana cost or put it into your hand. Put the rest on the bottom in a random order.)",,,['G'],['G'],['Discover'],mh3,uncommon
Nightshade Dryad,G,C,153603,3.23,43491,3.89,245108,91.90%,56.60%,44657,61.50%,54695,56.40%,99352,58.70%,142960,55.10%,3.6pp,{1}{G},2,Creature — Dryad,"Deathtouch
{T}: Add {C}.
{T}: Add one mana of any color.",1,2,['G'],['G'],['Deathtouch'],mh3,common
Nyxborn Hydra,G,C,219068,4.54,37111,6.3,193698,86.40%,55.30%,31880,53.20%,42877,58.10%,74757,56.00%,116256,54.70%,1.3pp,{X}{G},1,Enchantment Creature — Hydra,"Bestow {X}{G}{G} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.)
Reach, trample
Nyxborn Hydra enters the battlefield with X +1/+1 counters on it.
Enchanted creature gets +1/+1 for each +1/+1 counter on Nyxborn Hydra and has reach and trample.",0,1,['G'],['G'],"['Reach', 'Trample', 'Bestow']",mh3,common
Path of Annihilation,G,U,48962,2.91,18208,3.08,95134,85.10%,57.00%,16555,61.70%,22439,60.30%,38994,60.90%,54206,53.90%,7.0pp,{3}{G},4,Enchantment,"Devoid (This card has no color.)
When Path of Annihilation enters the battlefield, create two 0/1 colorless Eldrazi Spawn creature tokens with ""Sacrifice this creature: Add {C}.""
Eldrazi you control have ""{T}: Add one mana of any color.""
Whenever you cast a creature spell with mana value 7 or greater, you gain 4 life.",,,[],['G'],['Devoid'],mh3,uncommon
Primal Prayers,G,R,44235,5.93,4875,9.15,1400,4.80%,44.10%,224,,325,,549,40.60%,837,46.70%,-6.1pp,{2}{G}{G},4,Enchantment,"When Primal Prayers enters the battlefield, you get {E}{E} (two energy counters).
You may cast creature spells with mana value 3 or less by paying {E} rather than paying their mana costs. If you cast a spell this way, you may cast it as though it had flash.",,,['G'],['G'],[],mh3,rare
Propagator Drone,G,U,46463,2.65,15216,3.04,83804,91.10%,55.40%,14951,55.70%,18749,56.60%,33700,56.20%,48824,54.60%,1.6pp,{1}{G},2,Creature — Eldrazi Drone,"Devoid (This card has no color.)
Creature tokens you control have evolve. (They have ""Whenever a creature enters the battlefield under your control, if it has greater power or toughness than this token, put a +1/+1 counter on this token."" They see this creature enter.)
{3}{G}: Create a 0/1 colorless Eldrazi Spawn creature token with ""Sacrifice this creature: Add {C}.""",2,2,[],['G'],['Devoid'],mh3,uncommon
Signature Slam,G,U,56069,3.08,18771,3.57,104326,90.70%,56.50%,17176,57.20%,23502,60.70%,40678,59.20%,63519,54.70%,4.5pp,{2}{G},3,Instant,"Put a +1/+1 counter on target creature you control, then each modified creature you control deals damage equal to its power to target creature you don't control. (Equipment, Auras you control, and counters are modifications.)",,,['G'],['G'],[],mh3,uncommon
Six,G,R,12421,1.78,7296,1.79,40225,91.30%,56.00%,7341,59.40%,9181,57.90%,16522,58.60%,23103,53.80%,4.8pp,{2}{G},3,Legendary Creature — Treefolk,"Reach
Whenever Six attacks, mill three cards. You may put a land card from among them into your hand.
As long as it's your turn, nonland permanent cards in your graveyard have retrace. (You may cast permanent cards from your graveyard by discarding a land card in addition to paying their other costs.)",2,4,['G'],['G'],"['Reach', 'Mill']",mh3,rare
Sowing Mycospawn,G,R,15091,2.14,6458,2.22,34757,89.10%,55.70%,5913,59.10%,7929,58.60%,13842,58.80%,20257,53.20%,5.6pp,{3}{G},4,Creature — Eldrazi Fungus,"Devoid (This card has no color.)
Kicker {1}{C} (You may pay an additional {1}{C} as you cast this spell.)
When you cast this spell, search your library for a land card, put it onto the battlefield, then shuffle.
When you cast this spell, if it was kicked, exile target land.",3,3,[],['G'],"['Devoid', 'Kicker']",mh3,rare
Springheart Nantuko,G,R,10680,1.58,7092,1.57,39489,92.10%,55.90%,7145,61.20%,8696,57.10%,15841,59.00%,22717,53.40%,5.5pp,{1}{G},2,Enchantment Creature — Insect Monk,"Bestow {1}{G}
Enchanted creature gets +1/+1.
Landfall — Whenever a land enters the battlefield under your control, you may pay {1}{G} if Springheart Nantuko is attached to a creature you control. If you do, create a token that's a copy of that creature. If you didn't create a token this way, create a 1/1 green Insect creature token.",1,1,['G'],['G'],"['Bestow', 'Landfall']",mh3,rare
Temperamental Oozewagg,G,C,251844,5.4,36511,7.74,169514,77.20%,54.70%,27969,53.60%,37007,54.70%,64976,54.30%,103256,54.90%,-0.6pp,{3}{G},4,Creature — Ooze Brushwagg,"{2}{G}: Adapt 2. (If this creature has no +1/+1 counters on it, put two +1/+1 counters on it.)
Modified creatures you control have trample. (Equipment, Auras you control, and counters are modifications.)",4,4,['G'],['G'],['Adapt'],mh3,common
Territory Culler,G,U,46595,2.65,15585,3.04,87310,92.50%,55.40%,14537,55.50%,20567,57.50%,35104,56.70%,51027,54.30%,2.4pp,{4}{G},5,Creature — Eldrazi,"Devoid (This card has no color.)
Reach
Landfall — Whenever a land enters the battlefield under your control, look at the top card of your library. If it's a creature card, you may reveal it and put it into your hand. If you don't put the card into your hand, you may put it into your graveyard.",7,5,[],['G'],"['Reach', 'Devoid', 'Landfall']",mh3,uncommon
Thief of Existence,G,R,17673,2.58,5008,2.82,24062,83.40%,52.40%,3999,50.60%,5507,52.60%,9506,51.70%,14288,52.60%,-0.9pp,{1}{C}{G},3,Creature — Eldrazi,"Devoid (This card has no color.)
When you cast this spell, exile up to one target noncreature, nonland permanent an opponent controls with mana value 4 or less. If you do, Thief of Existence gains ""When this creature leaves the battlefield, target opponent draws a card.""",3,4,[],['G'],['Devoid'],mh3,rare
Trickster's Elk,G,U,97039,5.39,13193,7.71,52229,66.60%,53.30%,8872,50.50%,11147,51.90%,20019,51.30%,31723,54.50%,-3.2pp,{2}{G},3,Enchantment Creature — Elk,"Bestow {1}{G} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.)
Enchanted creature loses all abilities and is a green Elk creature with base power and toughness 3/3.",3,3,['G'],['G'],['Bestow'],mh3,uncommon
Wumpus Aberration,G,U,53520,3.02,15614,3.58,84948,90.50%,55.10%,14325,55.50%,19753,56.50%,34078,56.10%,49588,54.00%,2.1pp,{3}{G},4,Creature — Eldrazi Beast,"Devoid (This card has no color.)
When you cast this spell, if {C} wasn't spent to cast it, target opponent may put a creature card from their hand onto the battlefield.
Trample",6,6,[],['G'],"['Devoid', 'Trample']",mh3,uncommon
Abstruse Appropriation,WB,R,20666,2.94,6391,3.16,28680,75.90%,53.20%,4720,54.30%,6896,58.40%,11616,56.70%,17020,50.80%,6.0pp,{2}{W}{B},4,Instant,"Devoid (This card has no color.)
Exile target nonland permanent. You may cast that card for as long as it remains exiled, and you may spend colorless mana as though it were mana of any color to cast that spell.",,,[],"['B', 'W']",['Devoid'],mh3,rare
"Arna Kennerüd, Skycaptain",WUB,M,10372,3.19,2950,3.35,11629,67.10%,52.40%,1855,54.40%,3032,56.10%,4887,55.50%,6762,50.10%,5.4pp,{2}{W}{U}{B},5,Legendary Creature — Human Knight,"Flying, lifelink
Ward—Discard a card.
Whenever a modified creature you control attacks, double the number of each kind of counter on it. Then for each nontoken permanent attached to it, create a token that's a copy of that permanent attached to that creature.",4,4,"['B', 'U', 'W']","['B', 'U', 'W']","['Flying', 'Lifelink', 'Ward']",mh3,mythic
Conduit Goblin,WR,C,230114,5.52,53381,6.5,249324,75.00%,58.40%,43243,60.70%,46068,56.80%,89311,58.70%,159971,58.30%,0.4pp,{R}{W},2,Creature — Goblin Warrior,"When Conduit Goblin enters the battlefield, you get {E}{E} (two energy counters).
At the beginning of combat on your turn, you may pay {E}. If you do, another target creature you control gets +1/+0 and gains haste until end of turn.",2,2,"['R', 'W']","['R', 'W']",[],mh3,common
Cranial Ram,BR,C,252760,6.42,39038,8.3,127319,54.60%,54.10%,22295,56.90%,25952,55.10%,48247,55.90%,78778,53.00%,2.9pp,{B}{R},2,Artifact — Equipment,"Living weapon (When this Equipment enters the battlefield, create a 0/0 black Phyrexian Germ creature token, then attach this to it.)
Equipped creature gets +X/+1, where X is the number of artifacts you control.
Equip {2}",,,"['B', 'R']","['B', 'R']","['Equip', 'Living weapon']",mh3,common
Cursed Wombat,BG,U,72764,4.36,14322,5.33,61219,72.60%,53.00%,10669,55.90%,13447,53.90%,24116,54.80%,36606,51.60%,3.2pp,{B}{G},2,Creature — Nightmare Wombat,"{2}{B}{G}: Adapt 2. (If this creature has no +1/+1 counters on it, put two +1/+1 counters on it.)
Permanents you control have ""Whenever one or more +1/+1 counters are put on this permanent, put an additional +1/+1 counter on it. This ability triggers only once each turn.""",2,3,"['B', 'G']","['B', 'G']",['Adapt'],mh3,uncommon
Cyclops Superconductor,UR,C,276217,6.96,40361,9.47,112370,46.70%,53.20%,18765,52.60%,28371,55.40%,47136,54.30%,65302,52.50%,1.8pp,{1}{U}{R},3,Creature — Cyclops Wizard,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
When Cyclops Superconductor enters the battlefield, you get {E}{E}{E} (three energy counters).
When Cyclops Superconductor dies, you may pay {E}{E}{E}. When you do, Cyclops Superconductor deals damage equal to its power to any target.",2,2,"['R', 'U']","['R', 'U']",['Prowess'],mh3,common
Emissary of Soulfire,WU,U,94301,5.82,16374,7.53,56525,57.80%,54.30%,9446,53.60%,13452,54.40%,22898,54.10%,33731,54.40%,-0.3pp,{1}{W}{U},3,Creature — Djinn Monk,"When Emissary of Soulfire enters the battlefield, you get {E}{E}{E} (three energy counters).
Pay {E}{E}: Put an exalted counter on target creature you control. Activate only as a sorcery. (Whenever a creature you control attacks alone, it gets +1/+1 until end of turn for each instance of exalted among permanents you control.)",1,4,"['U', 'W']","['U', 'W']",[],mh3,uncommon
Expanding Ooze,BG,C,256861,6.09,33156,8.6,110709,57.00%,51.70%,18948,50.70%,24257,51.80%,43205,51.30%,66784,51.80%,-0.5pp,{1}{B}{G},3,Creature — Ooze,"{B}{G}: Adapt 1. (If this creature has no +1/+1 counters on it, put a +1/+1 counter on it.)
Whenever Expanding Ooze attacks, put a +1/+1 counter on target modified creature you control. (Equipment, Auras you control, and counters are modifications.)",3,3,"['B', 'G']","['B', 'G']",['Adapt'],mh3,common
Faithful Watchdog,WG,C,256811,6.27,38139,8.38,134035,58.00%,55.60%,23643,58.50%,25808,53.20%,49451,55.70%,83982,55.50%,0.2pp,{G}{W},2,Creature — Dog,"Vigilance
Faithful Watchdog enters the battlefield with three +1/+1 counters on it.",0,0,"['G', 'W']","['G', 'W']",['Vigilance'],mh3,common
"Genku, Future Shaper",WU,R,16596,2.51,7727,2.49,39636,85.60%,54.60%,6607,56.30%,10042,58.50%,16649,57.60%,23098,52.30%,5.2pp,{2}{W}{U},4,Legendary Creature — Moonfolk Wizard,"Whenever another nontoken permanent you control leaves the battlefield, choose one that hasn't been chosen this turn. Create a creature token with those characteristics.
• 2/2 white Fox with vigilance.
• 1/2 blue Moonfolk with flying.
• 1/1 black Rat with lifelink.
{3}{W}{U}: Put a +1/+1 counter on each creature you control.",2,5,"['U', 'W']","['U', 'W']",[],mh3,rare
Golden-Tail Trainer,WG,U,101590,6.47,13476,8.99,33913,42.60%,51.90%,5668,47.60%,6584,47.80%,12252,47.70%,21595,54.30%,-6.6pp,{1}{G}{W},3,Creature — Fox Samurai,"Aura and Equipment spells you cast cost {X} less to cast, where X is Golden-Tail Trainer's power.
Whenever Golden-Tail Trainer attacks, other modified creatures you control get +X/+X until end of turn, where X is Golden-Tail Trainer's power. (Equipment, Auras you control, and counters are modifications.)",1,3,"['G', 'W']","['G', 'W']",[],mh3,uncommon
Horrid Shadowspinner,UB,U,100043,6.29,15750,8.17,49583,53.10%,54.70%,8450,55.70%,15302,58.70%,23752,57.60%,26065,52.10%,5.6pp,{1}{U}{B},3,Creature — Horror,"Lifelink
Whenever Horrid Shadowspinner attacks, you may draw cards equal to its power. If you do, discard that many cards.",2,3,"['B', 'U']","['B', 'U']",['Lifelink'],mh3,uncommon
Imskir Iron-Eater,BR,R,31620,4.54,5240,5.78,15074,49.30%,50.30%,2417,44.10%,3149,48.90%,5566,46.80%,9520,52.40%,-5.6pp,{6}{B}{R},8,Legendary Creature — Demon,"Affinity for artifacts (This spell costs {1} less to cast for each artifact you control.)
When Imskir Iron-Eater enters the battlefield, you draw X cards and you lose X life, where X is half the number of artifacts you control, rounded down.
{3}{R}, Sacrifice an artifact: Imskir deals damage equal to the sacrificed artifact's mana value to any target.",5,5,"['B', 'R']","['B', 'R']",['Affinity'],mh3,rare
Invert Polarity,UR,R,31325,4.28,7413,5.02,27834,63.70%,53.10%,4590,54.40%,7349,57.20%,11939,56.10%,15934,50.90%,5.2pp,{U}{U}{R},3,Instant,"Choose target spell, then flip a coin. If you win the flip, gain control of that spell and you may choose new targets for it. If you lose the flip, counter that spell.",,,"['R', 'U']","['R', 'U']",[],mh3,rare
Izzet Generatorium,UR,U,102075,6.63,15011,8.92,32833,37.20%,51.20%,5537,48.10%,8114,50.20%,13651,49.30%,19175,52.50%,-3.2pp,{U}{R},2,Artifact,"If you would get one or more {E} (energy counters), you get that many plus one {E} instead.
{T}: Draw a card. Activate only if you've paid or lost four or more {E} this turn.",,,"['R', 'U']","['R', 'U']",[],mh3,uncommon
"Kudo, King Among Bears",WG,R,39788,5.36,5757,7.61,12991,37.50%,54.40%,2331,54.00%,2448,52.20%,4779,53.10%,8127,55.00%,-1.9pp,{G}{W},2,Legendary Creature — Bear,Other creatures have base power and toughness 2/2 and are Bears in addition to their other types.,2,2,"['G', 'W']","['G', 'W']",[],mh3,rare
"Nadu, Winged Wisdom",UG,R,12198,1.85,7314,1.79,38551,87.40%,56.00%,6834,60.70%,9468,60.10%,16302,60.30%,21632,52.40%,7.9pp,{1}{G}{U},3,Legendary Creature — Bird Wizard,"Flying
Creatures you control have ""Whenever this creature becomes the target of a spell or ability, reveal the top card of your library. If it's a land card, put it onto the battlefield. Otherwise, put it into your hand. This ability triggers only twice each turn.""",3,4,"['G', 'U']","['G', 'U']",['Flying'],mh3,rare
