name,mana_cost,cmc,type_line,oracle_text,power,toughness,colors,color_identity,keywords,set,rarity
Rictus Robber,{3}{B},4.0,Creature — Zombie Rogue,"When Rictus Robber enters the battlefield, if a creature died this turn, create a 2/2 blue and black Zombie Rogue creature token.
Plot {2}{B} (You may pay {2}{B} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",4,3,['B'],['B'],['Plot'],otj,uncommon
Riku of Many Paths,{G}{U}{R},3.0,Legendary Creature — Human Wizard,"Whenever you cast a modal spell, choose up to X, where X is the number of times you chose a mode for that spell —
• Exile the top card of your library. Until the end of your next turn, you may play it.
• Put a +1/+1 counter on Riku of Many Paths. It gains trample until end of turn.
• Create a 1/1 blue Bird creature token with flying.",3,3,"['G', 'R', 'U']","['G', 'R', 'U']",[],otj,rare
Rise of the Varmints,{3}{G},4.0,Sorcery,"Create X 2/1 green Varmint creature tokens, where X is the number of creature cards in your graveyard.
Plot {2}{G} (You may pay {2}{G} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",n/a,n/a,['G'],['G'],['Plot'],otj,uncommon
Rodeo Pyromancers,{3}{R},4.0,Creature — Human Mercenary,"Whenever you cast your first spell each turn, add {R}{R}.",3,4,['R'],['R'],[],otj,common
Rooftop Assassin,{3}{B},4.0,Creature — Vampire Assassin,"Flash
Flying, lifelink
When Rooftop Assassin enters the battlefield, destroy target creature an opponent controls that was dealt damage this turn.",2,2,['B'],['B'],"['Flying', 'Lifelink', 'Flash']",otj,common
"Roxanne, Starfall Savant",{3}{R}{G},5.0,Legendary Creature — Cat Druid,"Whenever Roxanne, Starfall Savant enters the battlefield or attacks, create a tapped colorless artifact token named Meteorite with ""When Meteorite enters the battlefield, it deals 2 damage to any target"" and ""{T}: Add one mana of any color.""
Whenever you tap an artifact token for mana, add one mana of any type that artifact token produced.",4,3,"['G', 'R']","['G', 'R']",[],otj,rare
Rush of Dread,{1}{B}{B},3.0,Sorcery,"Spree (Choose one or more additional costs.)
+ {1} — Target opponent sacrifices half the creatures they control, rounded up.
+ {2} — Target opponent discards half the cards in their hand, rounded up.
+ {2} — Target opponent loses half their life, rounded up.",n/a,n/a,['B'],['B'],['Spree'],otj,rare
Rustler Rampage,{W},1.0,Instant,"Spree (Choose one or more additional costs.)
+ {1} — Untap all creatures target player controls.
+ {1} — Target creature gains double strike until end of turn.",n/a,n/a,['W'],['W'],['Spree'],otj,uncommon
Ruthless Lawbringer,{1}{W}{B},3.0,Creature — Vampire Assassin,"When Ruthless Lawbringer enters the battlefield, you may sacrifice another creature. When you do, destroy target nonland permanent.",3,2,"['B', 'W']","['B', 'W']",[],otj,uncommon
Sandstorm Verge,,0.0,Land — Desert,"{T}: Add {C}.
{3}, {T}: Target creature can't block this turn. Activate only as a sorcery.",n/a,n/a,[],[],[],otj,uncommon
"Satoru, the Infiltrator",{U}{B},2.0,Legendary Creature — Human Ninja Rogue,"Menace
Whenever Satoru, the Infiltrator and/or one or more other nontoken creatures enter the battlefield under your control, if none of them were cast or no mana was spent to cast them, draw a card.",2,3,"['B', 'U']","['B', 'U']",['Menace'],otj,rare
Scalestorm Summoner,{2}{R},3.0,Creature — Human Warlock,"Whenever Scalestorm Summoner attacks, create a 3/1 red Dinosaur creature token if you control a creature with power 4 or greater.",3,3,['R'],['R'],[],otj,uncommon
Scorching Shot,{R}{R},2.0,Sorcery,Scorching Shot deals 5 damage to target creature.,n/a,n/a,['R'],['R'],[],otj,uncommon
Seize the Secrets,{2}{U},3.0,Sorcery,"This spell costs {1} less to cast if you've committed a crime this turn. (Targeting opponents, anything they control, and/or cards in their graveyards is a crime.)
Draw two cards.",n/a,n/a,['U'],['U'],[],otj,common
"Selvala, Eager Trailblazer",{2}{G}{W},4.0,Legendary Creature — Elf Scout,"Vigilance
Whenever you cast a creature spell, create a 1/1 red Mercenary creature token with ""{T}: Target creature you control gets +1/+0 until end of turn. Activate only as a sorcery.""
{T}: Choose a color. Add one mana of that color for each different power among creatures you control.",4,5,"['G', 'W']","['G', 'W']",['Vigilance'],otj,mythic
Seraphic Steed,{G}{W},2.0,Creature — Unicorn Mount,"First strike, lifelink
Whenever Seraphic Steed attacks while saddled, create a 3/3 white Angel creature token with flying.
Saddle 4 (Tap any number of other creatures you control with total power 4 or more: This Mount becomes saddled until end of turn. Saddle only as a sorcery.)",2,2,"['G', 'W']","['G', 'W']","['Lifelink', 'Saddle', 'First strike']",otj,rare
Servant of the Stinger,{1}{B},2.0,Creature — Human Warlock,"Deathtouch
Whenever Servant of the Stinger deals combat damage to a player, if you've committed a crime this turn, you may sacrifice Servant of the Stinger. If you do, search your library for a card, put it into your hand, then shuffle. (Targeting opponents, anything they control, and/or cards in their graveyards is a crime.)",1,3,['B'],['B'],['Deathtouch'],otj,uncommon
Shackle Slinger,{2}{U},3.0,Creature — Human Soldier,"Whenever you cast your second spell each turn, choose target creature an opponent controls. If it's tapped, put a stun counter on it. Otherwise, tap it. (If a permanent with a stun counter would become untapped, remove one from it instead.)",3,2,['U'],['U'],[],otj,uncommon
Shepherd of the Clouds,{4}{W},5.0,Creature — Pegasus,"Flying, vigilance
When Shepherd of the Clouds enters the battlefield, return target permanent card with mana value 3 or less from your graveyard to your hand. Return that card to the battlefield instead if you control a Mount.",4,3,['W'],['W'],"['Flying', 'Vigilance']",otj,uncommon
Sheriff of Safe Passage,{2}{W},3.0,Creature — Human Knight,"Sheriff of Safe Passage enters the battlefield with a +1/+1 counter on it plus an additional +1/+1 counter on it for each other creature you control.
Plot {1}{W} (You may pay {1}{W} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",0,0,['W'],['W'],['Plot'],otj,uncommon
Shifting Grift,{U}{U},2.0,Sorcery,"Spree (Choose one or more additional costs.)
+ {2} — Exchange control of two target creatures.
+ {1} — Exchange control of two target artifacts.
+ {1} — Exchange control of two target enchantments.",n/a,n/a,['U'],['U'],['Spree'],otj,uncommon
Shoot the Sheriff,{1}{B},2.0,Instant,"Destroy target non-outlaw creature. (Assassins, Mercenaries, Pirates, Rogues, and Warlocks are outlaws. Everyone else is fair game.)",n/a,n/a,['B'],['B'],[],otj,uncommon
Silver Deputy,{2},2.0,Artifact Creature — Mercenary,"When Silver Deputy enters the battlefield, you may search your library for a basic land card or a Desert card, reveal it, then shuffle and put it on top.
{T}: Target creature you control gets +1/+0 until end of turn. Activate only as a sorcery.",1,2,[],[],[],otj,common
Skulduggery,{B},1.0,Instant,"Until end of turn, target creature you control gets +1/+1 and target creature an opponent controls gets -1/-1.",n/a,n/a,['B'],['B'],[],otj,common
Slick Sequence,{U}{R},2.0,Instant,"Slick Sequence deals 2 damage to any target. If you've cast another spell this turn, draw a card.",n/a,n/a,"['R', 'U']","['R', 'U']",[],otj,uncommon
Slickshot Lockpicker,{2}{U},3.0,Creature — Human Rogue,"When Slickshot Lockpicker enters the battlefield, target instant or sorcery card in your graveyard gains flashback until end of turn. The flashback cost is equal to its mana cost. (You may cast that card from your graveyard for its flashback cost. Then exile it.)
Plot {2}{U} (You may pay {2}{U} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",2,3,['U'],['U'],['Plot'],otj,uncommon
Slickshot Show-Off,{1}{R},2.0,Creature — Bird Wizard,"Flying, haste
Whenever you cast a noncreature spell, Slickshot Show-Off gets +2/+0 until end of turn.
Plot {1}{R} (You may pay {1}{R} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",1,2,['R'],['R'],"['Flying', 'Plot', 'Haste']",otj,rare
Slickshot Vault-Buster,{2}{U},3.0,Creature — Human Rogue,"Vigilance
Slickshot Vault-Buster gets +2/+0 as long as you've committed a crime this turn. (Targeting opponents, anything they control, and/or cards in their graveyards is a crime.)",1,4,['U'],['U'],['Vigilance'],otj,common
Smuggler's Surprise,{G},1.0,Instant,"Spree (Choose one or more additional costs.)
+ {2} — Mill four cards. You may put up to two creature and/or land cards from among the milled cards into your hand.
+ {4}{G} — You may put up to two creature cards from your hand onto the battlefield.
+ {1} — Creatures you control with power 4 or greater gain hexproof and indestructible until end of turn.",n/a,n/a,['G'],['G'],"['Spree', 'Mill']",otj,rare
Snakeskin Veil,{G},1.0,Instant,Put a +1/+1 counter on target creature you control. It gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.),n/a,n/a,['G'],['G'],[],otj,common
Soured Springs,,0.0,Land — Desert,"Soured Springs enters the battlefield tapped.
When Soured Springs enters the battlefield, it deals 1 damage to target opponent.
{T}: Add {U} or {B}.",n/a,n/a,[],"['B', 'U']",[],otj,common
Spinewoods Armadillo,{4}{G}{G},6.0,Creature — Armadillo,"Reach
Ward {3} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {3}.)
{1}{G}, Discard Spinewoods Armadillo: Search your library for a basic land card or a Desert card, reveal it, put it into your hand, then shuffle. You gain 3 life.",7,7,['G'],['G'],"['Reach', 'Ward']",otj,uncommon
Spinewoods Paladin,{4}{G},5.0,Creature — Human Knight,"Trample
When Spinewoods Paladin enters the battlefield, you gain 3 life.
Plot {3}{G} (You may pay {3}{G} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",5,4,['G'],['G'],"['Plot', 'Trample']",otj,common
Spirebluff Canal,,0.0,Land,"Spirebluff Canal enters the battlefield tapped unless you control two or fewer other lands.
{T}: Add {U} or {R}.",n/a,n/a,[],"['R', 'U']",[],otj,rare
Spring Splasher,{1}{U},2.0,Creature — Frog Beast,"Whenever Spring Splasher attacks, target creature defending player controls gets -3/-0 until end of turn.",2,1,['U'],['U'],[],otj,common
Stagecoach Security,{4}{W},5.0,Creature — Human Soldier,"When Stagecoach Security enters the battlefield, creatures you control get +1/+1 and gain vigilance until end of turn.
Plot {3}{W} (You may pay {3}{W} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",4,5,['W'],['W'],['Plot'],otj,common
Steer Clear,{W},1.0,Instant,Steer Clear deals 2 damage to target attacking or blocking creature. Steer Clear deals 4 damage to that creature instead if you controlled a Mount as you cast this spell.,n/a,n/a,['W'],['W'],[],otj,common
Step Between Worlds,{3}{U}{U},5.0,Sorcery,"Each player may shuffle their hand and graveyard into their library. Each player who does draws seven cards. Exile Step Between Worlds.
Plot {4}{U}{U} (You may pay {4}{U}{U} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",n/a,n/a,['U'],['U'],['Plot'],otj,rare
Sterling Hound,{3},3.0,Artifact Creature — Dog,"When Sterling Hound enters the battlefield, surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",3,2,[],[],['Surveil'],otj,common
Sterling Keykeeper,{1}{W},2.0,Creature — Human Mercenary,"{2}, {T}: Tap target non-Mount creature.",2,2,['W'],['W'],[],otj,common
Sterling Supplier,{4}{W},5.0,Creature — Bird Soldier,"Flying
When Sterling Supplier enters the battlefield, put a +1/+1 counter on another target creature you control.",3,4,['W'],['W'],['Flying'],otj,common
Stingerback Terror,{2}{R}{R},4.0,Creature — Scorpion Dragon,"Flying, trample
Stingerback Terror gets -1/-1 for each card in your hand.
Plot {2}{R} (You may pay {2}{R} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",7,7,['R'],['R'],"['Flying', 'Plot', 'Trample']",otj,rare
Stoic Sphinx,{2}{U}{U},4.0,Creature — Sphinx,"Flash
Flying
Stoic Sphinx has hexproof as long as you haven't cast a spell this turn.",5,3,['U'],['U'],"['Flying', 'Flash']",otj,rare
Stop Cold,{3}{U},4.0,Enchantment — Aura,"Flash
Enchant artifact or creature
When Stop Cold enters the battlefield, tap enchanted permanent.
Enchanted permanent loses all abilities and doesn't untap during its controller's untap step.",n/a,n/a,['U'],['U'],"['Enchant', 'Flash']",otj,common
Stubborn Burrowfiend,{1}{G},2.0,Creature — Badger Beast Mount,"Whenever Stubborn Burrowfiend becomes saddled for the first time each turn, mill two cards, then Stubborn Burrowfiend gets +X/+X until end of turn, where X is the number of creature cards in your graveyard.
Saddle 2 (Tap any number of other creatures you control with total power 2 or more: This Mount becomes saddled until end of turn. Saddle only as a sorcery.)",2,2,['G'],['G'],"['Saddle', 'Mill']",otj,uncommon
Swamp,,0.0,Basic Land — Swamp,({T}: Add {B}.),n/a,n/a,[],['B'],[],otj,common
"Taii Wakeen, Perfect Shot",{R}{W},2.0,Legendary Creature — Human Mercenary,"Whenever a source you control deals noncombat damage to a creature equal to that creature's toughness, draw a card.
{X}, {T}: If a source you control would deal noncombat damage to a permanent or player this turn, it deals that much damage plus X instead.",2,3,"['R', 'W']","['R', 'W']",[],otj,rare
Take for a Ride,{2}{R},3.0,Sorcery,"Take for a Ride has flash as long as you've committed a crime this turn. (Targeting opponents, anything they control, and/or cards in their graveyards is a crime.)
Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn.",n/a,n/a,['R'],['R'],[],otj,uncommon
Take the Fall,{U},1.0,Instant,"Target creature gets -1/-0 until end of turn. It gets -4/-0 until end of turn instead if you control an outlaw. (Assassins, Mercenaries, Pirates, Rogues, and Warlocks are outlaws.)
Draw a card.",n/a,n/a,['U'],['U'],[],otj,common
Take Up the Shield,{1}{W},2.0,Instant,"Put a +1/+1 counter on target creature. It gains lifelink and indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)",n/a,n/a,['W'],['W'],[],otj,common
Terror of the Peaks,{3}{R}{R},5.0,Creature — Dragon,"Flying
Spells your opponents cast that target Terror of the Peaks cost an additional 3 life to cast.
Whenever another creature enters the battlefield under your control, Terror of the Peaks deals damage equal to that creature's power to any target.",5,4,['R'],['R'],['Flying'],otj,mythic
"The Gitrog, Ravenous Ride",{3}{B}{G},5.0,Legendary Creature — Frog Horror Mount,"Trample, haste
Whenever The Gitrog, Ravenous Ride deals combat damage to a player, you may sacrifice a creature that saddled it this turn. If you do, draw X cards, then put up to X land cards from your hand onto the battlefield tapped, where X is the sacrificed creature's power.
Saddle 1",6,5,"['B', 'G']","['B', 'G']","['Saddle', 'Haste', 'Trample']",otj,mythic
The Key to the Vault,{1}{U},2.0,Legendary Artifact — Equipment,"Whenever equipped creature deals combat damage to a player, look at that many cards from the top of your library. You may exile a nonland card from among them. Put the rest on the bottom of your library in a random order. You may cast the exiled card without paying its mana cost.
Equip {2}{U}",n/a,n/a,['U'],['U'],['Equip'],otj,rare
This Town Ain't Big Enough,{4}{U},5.0,Instant,"This spell costs {3} less to cast if it targets a permanent you control.
Return up to two target nonland permanents to their owners' hands.",n/a,n/a,['U'],['U'],[],otj,uncommon
Three Steps Ahead,{U},1.0,Instant,"Spree (Choose one or more additional costs.)
+ {1}{U} — Counter target spell.
+ {3} — Create a token that's a copy of target artifact or creature you control.
+ {2} — Draw two cards, then discard a card.",n/a,n/a,['U'],['U'],['Spree'],otj,rare
Throw from the Saddle,{1}{G},2.0,Sorcery,Target creature you control gets +1/+1 until end of turn. Put a +1/+1 counter on it instead if it's a Mount. Then it deals damage equal to its power to target creature you don't control.,n/a,n/a,['G'],['G'],[],otj,common
Thunder Lasso,{2}{W},3.0,Artifact — Equipment,"When Thunder Lasso enters the battlefield, attach it to target creature you control.
Equipped creature gets +1/+1.
Whenever equipped creature attacks, tap target creature defending player controls.
Equip {2}",n/a,n/a,['W'],['W'],['Equip'],otj,uncommon
Thunder Salvo,{1}{R},2.0,Instant,"Thunder Salvo deals X damage to target creature, where X is 2 plus the number of other spells you've cast this turn.",n/a,n/a,['R'],['R'],[],otj,common
Tinybones Joins Up,{B},1.0,Legendary Enchantment,"When Tinybones Joins Up enters the battlefield, any number of target players each discard a card.
Whenever a legendary creature enters the battlefield under your control, any number of target players each mill a card and lose 1 life.",n/a,n/a,['B'],['B'],['Mill'],otj,rare
"Tinybones, the Pickpocket",{B},1.0,Legendary Creature — Skeleton Rogue,"Deathtouch
Whenever Tinybones, the Pickpocket deals combat damage to a player, you may cast target nonland permanent card from that player's graveyard, and mana of any type can be spent to cast that spell.",1,1,['B'],['B'],['Deathtouch'],otj,mythic
Tomb Trawler,{2},2.0,Artifact Creature — Golem,{2}: Put target card from your graveyard on the bottom of your library.,0,4,[],[],[],otj,uncommon
Trained Arynx,{1}{W},2.0,Creature — Cat Beast Mount,"Whenever Trained Arynx attacks while saddled, it gains first strike until end of turn. Scry 1. (Look at the top card of your library. You may put that card on the bottom.)
Saddle 2 (Tap any number of other creatures you control with total power 2 or more: This Mount becomes saddled until end of turn. Saddle only as a sorcery.)",3,1,['W'],['W'],"['Saddle', 'Scry']",otj,common
Trash the Town,{G},1.0,Instant,"Spree (Choose one or more additional costs.)
+ {2} — Put two +1/+1 counters on target creature.
+ {1} — Target creature gains trample until end of turn.
+ {1} — Until end of turn, target creature gains ""Whenever this creature deals combat damage to a player, draw two cards.""",n/a,n/a,['G'],['G'],['Spree'],otj,uncommon
Treasure Dredger,{1}{B},2.0,Creature — Human Rogue,"{1}, {T}, Pay 1 life: Create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",2,2,['B'],['B'],['Treasure'],otj,uncommon
Trick Shot,{4}{R},5.0,Instant,Trick Shot deals 6 damage to target creature and 2 damage to up to one other target creature token.,n/a,n/a,['R'],['R'],[],otj,common
Tumbleweed Rising,{1}{G},2.0,Sorcery,"Create an X/X green Elemental creature token, where X is the greatest power among creatures you control.
Plot {2}{G} (You may pay {2}{G} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",n/a,n/a,['G'],['G'],['Plot'],otj,common
Unfortunate Accident,{B},1.0,Instant,"Spree (Choose one or more additional costs.)
+ {2}{B} — Destroy target creature.
+ {1} — Create a 1/1 red Mercenary creature token with ""{T}: Target creature you control gets +1/+0 until end of turn. Activate only as a sorcery.""",n/a,n/a,['B'],['B'],['Spree'],otj,uncommon
Unscrupulous Contractor,{2}{B},3.0,Creature — Human Assassin,"When Unscrupulous Contractor enters the battlefield, you may sacrifice a creature. When you do, target player draws two cards and loses 2 life.
Plot {2}{B} (You may pay {2}{B} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",3,2,['B'],['B'],['Plot'],otj,uncommon
"Vadmir, New Blood",{1}{B},2.0,Legendary Creature — Vampire Rogue,"Whenever you commit a crime, put a +1/+1 counter on Vadmir, New Blood. This ability triggers only once each turn. (Targeting opponents, anything they control, and/or cards in their graveyards is a crime.)
As long as Vadmir has four or more +1/+1 counters on it, it has menace and lifelink.",2,2,['B'],['B'],[],otj,rare
Vault Plunderer,{2}{B},3.0,Creature — Human Rogue,"When Vault Plunderer enters the battlefield, target player draws a card and loses 1 life.",3,1,['B'],['B'],[],otj,common
Vengeful Townsfolk,{2}{W},3.0,Creature — Human Citizen,"Whenever one or more other creatures you control die, put a +1/+1 counter on Vengeful Townsfolk.",3,3,['W'],['W'],[],otj,common
"Vial Smasher, Gleeful Grenadier",{B}{R},2.0,Legendary Creature — Goblin Mercenary,"Whenever another outlaw enters the battlefield under your control, Vial Smasher, Gleeful Grenadier deals 1 damage to target opponent. (Assassins, Mercenaries, Pirates, Rogues, and Warlocks are outlaws.)",3,2,"['B', 'R']","['B', 'R']",[],otj,uncommon
Visage Bandit,{3}{U},4.0,Creature — Shapeshifter Rogue,"You may have Visage Bandit enter the battlefield as a copy of a creature you control, except it's a Shapeshifter Rogue in addition to its other types.
Plot {2}{U} (You may pay {2}{U} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",2,2,['U'],['U'],['Plot'],otj,uncommon
Voracious Varmint,{1}{G},2.0,Creature — Varmint,"Vigilance
{1}, Sacrifice Voracious Varmint: Destroy target artifact or enchantment.",2,2,['G'],['G'],['Vigilance'],otj,common
Vraska Joins Up,{B}{G},2.0,Legendary Enchantment,"When Vraska Joins Up enters the battlefield, put a deathtouch counter on each creature you control.
Whenever a legendary creature you control deals combat damage to a player, draw a card.",n/a,n/a,"['B', 'G']","['B', 'G']",[],otj,rare
"Vraska, the Silencer",{1}{B}{G},3.0,Legendary Creature — Gorgon Assassin,"Deathtouch
Whenever a nontoken creature an opponent controls dies, you may pay {1}. If you do, return that card to the battlefield tapped under your control. It's a Treasure artifact with ""{T}, Sacrifice this artifact: Add one mana of any color,"" and it loses all other card types.",3,3,"['B', 'G']","['B', 'G']",['Deathtouch'],otj,mythic
Wanted Griffin,{3}{W},4.0,Creature — Griffin,"Flying
When Wanted Griffin dies, create a 1/1 red Mercenary creature token with ""{T}: Target creature you control gets +1/+0 until end of turn. Activate only as a sorcery.""",3,2,['W'],['W'],['Flying'],otj,common
Wrangler of the Damned,{3}{W}{U},5.0,Creature — Human Soldier,"Flash
At the beginning of your end step, if you haven't cast a spell from your hand this turn, create a 2/2 white Spirit creature token with flying.",1,4,"['U', 'W']","['U', 'W']",['Flash'],otj,uncommon
"Wylie Duke, Atiin Hero",{1}{G}{W},3.0,Legendary Creature — Human Ranger,"Vigilance
Whenever Wylie Duke, Atiin Hero becomes tapped, you gain 1 life and draw a card.",4,2,"['G', 'W']","['G', 'W']",['Vigilance'],otj,rare
