name,mana_cost,cmc,type_line,oracle_text,power,toughness,colors,color_identity,keywords,set,rarity
Scurry Oak,{2}{G},3.0,Creature — Treefolk,"Evolve (Whenever a creature enters the battlefield under your control, if that creature has greater power or toughness than this creature, put a +1/+1 counter on this creature.)
Whenever one or more +1/+1 counters are put on Scurry Oak, you may create a 1/1 green Squirrel creature token.",1,2,['G'],['G'],['Evolve'],mh2,uncommon
Scuttletide,{1}{U},2.0,Enchantment,"{1}, Discard a card: Create a 0/3 blue Crab creature token.
Delirium — Crabs you control get +1/+1 as long as there are four or more card types among cards in your graveyard.",n/a,n/a,['U'],['U'],['Delirium'],mh2,uncommon
Sea Drake,{2}{U},3.0,Creature — Drake,"Flying
When Sea Drake enters the battlefield, return two target lands you control to their owner's hand.",4,3,['U'],['U'],['Flying'],mh2,uncommon
Seal of Cleansing,{1}{W},2.0,Enchantment,Sacrifice Seal of Cleansing: Destroy target artifact or enchantment.,n/a,n/a,['W'],['W'],[],mh2,uncommon
Seal of Removal,{U},1.0,Enchantment,Sacrifice Seal of Removal: Return target creature to its owner's hand.,n/a,n/a,['U'],['U'],[],mh2,uncommon
Search the Premises,{3}{W},4.0,Enchantment,"Whenever a creature attacks you or a planeswalker you control, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")",n/a,n/a,['W'],['W'],['Investigate'],mh2,rare
Serra's Emissary,{4}{W}{W}{W},7.0,Creature — Angel,"Flying
As Serra's Emissary enters the battlefield, choose a card type.
You and creatures you control have protection from the chosen card type.",7,7,['W'],['W'],['Flying'],mh2,mythic
Shardless Agent,{1}{G}{U},3.0,Artifact Creature — Human Rogue,"Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom in a random order.)",2,2,"['G', 'U']","['G', 'U']",['Cascade'],mh2,rare
Shattered Ego,{U},1.0,Enchantment — Aura,"Enchant creature
Enchanted creature gets -3/-0.
{3}{U}{U}: Put enchanted creature into its owner's library third from the top.",n/a,n/a,['U'],['U'],['Enchant'],mh2,common
Silverbluff Bridge,,0.0,Artifact Land,"Silverbluff Bridge enters the battlefield tapped.
Indestructible
{T}: Add {U} or {R}.",n/a,n/a,[],"['R', 'U']",['Indestructible'],mh2,common
Sinister Starfish,{1}{B},2.0,Creature — Starfish,{T}: Surveil 1. (Look at the top card of your library. You may put it into your graveyard.),0,3,['B'],['B'],['Surveil'],mh2,common
Skirge Familiar,{4}{B},5.0,Creature — Phyrexian Imp,"Flying
Discard a card: Add {B}.",3,2,['B'],['B'],['Flying'],mh2,uncommon
Skophos Reaver,{2}{R},3.0,Creature — Minotaur Warrior,"As long as it's your turn, Skophos Reaver gets +2/+0.
Madness {1}{R} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",2,3,['R'],['R'],['Madness'],mh2,common
Skyblade's Boon,{1}{W},2.0,Enchantment — Aura,"Enchant creature
Enchanted creature gets +1/+1 and has flying.
{2}{W}: Return Skyblade's Boon to its owner's hand. Activate only if Skyblade's Boon is on the battlefield or in your graveyard.",n/a,n/a,['W'],['W'],['Enchant'],mh2,uncommon
Slag Strider,{5}{R}{R},7.0,Creature — Elemental,"Affinity for artifacts (This spell costs {1} less to cast for each artifact you control.)
{1}, Sacrifice an artifact: Slag Strider deals 1 damage to any target.",3,3,['R'],['R'],['Affinity'],mh2,uncommon
Slagwoods Bridge,,0.0,Artifact Land,"Slagwoods Bridge enters the battlefield tapped.
Indestructible
{T}: Add {R} or {G}.",n/a,n/a,[],"['G', 'R']",['Indestructible'],mh2,common
Smell Fear,{1}{G},2.0,Sorcery,"Proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)
Target creature you control fights up to one target creature you don't control.",n/a,n/a,['G'],['G'],"['Fight', 'Proliferate']",mh2,common
Sojourner's Companion,{7},7.0,Artifact Creature — Salamander,"Affinity for artifacts
Artifact landcycling {2} ({2}, Discard this card: Search your library for an artifact land card, reveal it, put it into your hand, then shuffle.)",4,4,[],[],"['Affinity', 'Landcycling', 'Typecycling', 'Cycling']",mh2,common
Solitary Confinement,{2}{W},3.0,Enchantment,"At the beginning of your upkeep, sacrifice Solitary Confinement unless you discard a card.
Skip your draw step.
You have shroud. (You can't be the target of spells or abilities.)
Prevent all damage that would be dealt to you.",n/a,n/a,['W'],['W'],[],mh2,rare
Solitude,{3}{W}{W},5.0,Creature — Elemental Incarnation,"Flash
Lifelink
When Solitude enters the battlefield, exile up to one other target creature. That creature's controller gains life equal to its power.
Evoke—Exile a white card from your hand.",3,2,['W'],['W'],"['Lifelink', 'Evoke', 'Flash']",mh2,mythic
Sol Talisman,,0.0,Artifact,"Suspend 3—{1} (Rather than cast this card from your hand, pay {1} and exile it with three time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, you may cast it without paying its mana cost.)
{T}: Add {C}{C}.",n/a,n/a,[],[],['Suspend'],mh2,rare
So Shiny,{2}{U},3.0,Enchantment — Aura,"Enchant creature
When So Shiny enters the battlefield, if you control a token, tap enchanted creature, then scry 2.
Enchanted creature doesn't untap during its controller's untap step.",n/a,n/a,['U'],['U'],"['Enchant', 'Scry']",mh2,common
Soul of Migration,{5}{W}{W},7.0,Creature — Elemental,"Flying
When Soul of Migration enters the battlefield, create two 1/1 white Bird creature tokens with flying.
Evoke {3}{W} (You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters the battlefield.)",2,4,['W'],['W'],"['Flying', 'Evoke']",mh2,common
Soul Snare,{W},1.0,Enchantment,"{W}, Sacrifice Soul Snare: Exile target creature that's attacking you or a planeswalker you control.",n/a,n/a,['W'],['W'],[],mh2,uncommon
Specimen Collector,{4}{U},5.0,Creature — Vedalken Wizard,"When Specimen Collector enters the battlefield, create a 1/1 green Squirrel creature token and a 0/3 blue Crab creature token.
When Specimen Collector dies, create a token that's a copy of target token you control.",2,1,['U'],['U'],[],mh2,uncommon
Spreading Insurrection,{4}{R},5.0,Sorcery,"Gain control of target creature you don't control until end of turn. Untap that creature. It gains haste until end of turn.
Storm (When you cast this spell, copy it for each spell cast before it this turn. You may choose new targets for the copies.)",n/a,n/a,['R'],['R'],['Storm'],mh2,uncommon
Squirrel Mob,{1}{G}{G},3.0,Creature — Squirrel,Squirrel Mob gets +1/+1 for each other Squirrel on the battlefield.,2,2,['G'],['G'],[],mh2,rare
Squirrel Sanctuary,{G},1.0,Enchantment,"When Squirrel Sanctuary enters the battlefield, create a 1/1 green Squirrel creature token.
Whenever a nontoken creature you control dies, you may pay {1}. If you do, return Squirrel Sanctuary to its owner's hand.",n/a,n/a,['G'],['G'],[],mh2,uncommon
Squirrel Sovereign,{1}{G},2.0,Creature — Squirrel Noble,Other Squirrels you control get +1/+1.,2,2,['G'],['G'],[],mh2,uncommon
Steel Dromedary,{3},3.0,Artifact Creature — Camel,"Steel Dromedary enters the battlefield tapped with two +1/+1 counters on it.
Steel Dromedary doesn't untap during your untap step if it has a +1/+1 counter on it.
At the beginning of combat on your turn, you may move a +1/+1 counter from Steel Dromedary onto target creature.",2,2,[],[],[],mh2,uncommon
Steelfin Whale,{5}{U},6.0,Creature — Whale,"Affinity for artifacts (This spell costs {1} less to cast for each artifact you control.)
Whenever an artifact enters the battlefield under your control, untap Steelfin Whale.",3,4,['U'],['U'],['Affinity'],mh2,common
Step Through,{3}{U}{U},5.0,Sorcery,"Return two target creatures to their owners' hands.
Wizardcycling {2} ({2}, Discard this card: Search your library for a Wizard card, reveal it, put it into your hand, then shuffle.)",n/a,n/a,['U'],['U'],"['Wizardcycling', 'Typecycling', 'Cycling']",mh2,common
Sterling Grove,{G}{W},2.0,Enchantment,"Other enchantments you control have shroud. (They can't be the targets of spells or abilities.)
{1}, Sacrifice Sterling Grove: Search your library for an enchantment card, reveal it, then shuffle and put that card on top.",n/a,n/a,"['G', 'W']","['G', 'W']",[],mh2,rare
Storm God's Oracle,{1}{U}{R},3.0,Enchantment Creature — Human Shaman,"{1}: Storm God's Oracle gets +1/-1 until end of turn.
When Storm God's Oracle dies, it deals 3 damage to any target.",1,3,"['R', 'U']","['R', 'U']",[],mh2,common
Strike It Rich,{R},1.0,Sorcery,"Create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")
Flashback {2}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",n/a,n/a,['R'],['R'],"['Treasure', 'Flashback']",mh2,uncommon
Subtlety,{2}{U}{U},4.0,Creature — Elemental Incarnation,"Flash
Flying
When Subtlety enters the battlefield, choose up to one target creature spell or planeswalker spell. Its owner puts it on the top or bottom of their library.
Evoke—Exile a blue card from your hand.",3,3,['U'],['U'],"['Flying', 'Evoke', 'Flash']",mh2,mythic
Sudden Edict,{1}{B},2.0,Instant,"Split second (As long as this spell is on the stack, players can't cast spells or activate abilities that aren't mana abilities.)
Target player sacrifices a creature.",n/a,n/a,['B'],['B'],['Split second'],mh2,uncommon
Suspend,{U},1.0,Instant,"Exile target creature and put two time counters on it. If it doesn't have suspend, it gains suspend. (At the beginning of its owner's upkeep, they remove a time counter. When the last is removed, they may play it without paying its mana cost. If it's a creature, it has haste.)",n/a,n/a,['U'],['U'],[],mh2,rare
Svyelun of Sea and Sky,{1}{U}{U},3.0,Legendary Creature — Merfolk God,"Svyelun of Sea and Sky has indestructible as long as you control at least two other Merfolk.
Whenever Svyelun attacks, draw a card.
Other Merfolk you control have ward {1}. (Whenever another Merfolk you control becomes the target of a spell or ability an opponent controls, counter it unless that player pays {1}.)",3,4,['U'],['U'],[],mh2,mythic
Swamp,,0.0,Basic Land — Swamp,({T}: Add {B}.),n/a,n/a,[],['B'],[],mh2,common
Sweep the Skies,{X}{U}{U},2.0,Sorcery,Converge — Create a 1/1 colorless Thopter artifact creature token with flying for each color of mana spent to cast this spell.,n/a,n/a,['U'],['U'],['Converge'],mh2,uncommon
Sword of Hearth and Home,{3},3.0,Artifact — Equipment,"Equipped creature gets +2/+2 and has protection from green and from white.
Whenever equipped creature deals combat damage to a player, exile up to one target creature you own, then search your library for a basic land card. Put both cards onto the battlefield under your control, then shuffle.
Equip {2}",n/a,n/a,[],[],['Equip'],mh2,mythic
Sylvan Anthem,{G}{G},2.0,Enchantment,"Green creatures you control get +1/+1.
Whenever a green creature enters the battlefield under your control, scry 1.",n/a,n/a,['G'],['G'],['Scry'],mh2,rare
"Sythis, Harvest's Hand",{G}{W},2.0,Legendary Enchantment Creature — Nymph,"Whenever you cast an enchantment spell, you gain 1 life and draw a card.",1,2,"['G', 'W']","['G', 'W']",[],mh2,rare
Tanglepool Bridge,,0.0,Artifact Land,"Tanglepool Bridge enters the battlefield tapped.
Indestructible
{T}: Add {G} or {U}.",n/a,n/a,[],"['G', 'U']",['Indestructible'],mh2,common
Tavern Scoundrel,{1}{R},2.0,Creature — Human Rogue,"Whenever you win a coin flip, create two Treasure tokens. (They're artifacts with ""{T}, Sacrifice this artifact: Add one mana of any color."")
{1}, {T}, Sacrifice another permanent: Flip a coin.",1,3,['R'],['R'],['Treasure'],mh2,common
Terminal Agony,{2}{B}{R},4.0,Sorcery,"Destroy target creature.
Madness {B}{R} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",n/a,n/a,"['B', 'R']","['B', 'R']",['Madness'],mh2,common
Terramorph,{3}{G},4.0,Sorcery,"Search your library for a basic land card, put it onto the battlefield, then shuffle.
Rebound (If you cast this spell from your hand, exile it as it resolves. At the beginning of your next upkeep, you may cast this card from exile without paying its mana cost.)",n/a,n/a,['G'],['G'],['Rebound'],mh2,uncommon
Territorial Kavu,{R}{G},2.0,Creature — Kavu,"Domain — Territorial Kavu's power and toughness are each equal to the number of basic land types among lands you control.
Whenever Territorial Kavu attacks, choose one —
• Discard a card. If you do, draw a card.
• Exile up to one target card from a graveyard.",*,*,"['G', 'R']","['G', 'R']",['Domain'],mh2,rare
The Underworld Cookbook,{1},1.0,Artifact,"{T}, Discard a card: Create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")
{4}, {T}, Sacrifice The Underworld Cookbook: Return target creature card from your graveyard to your hand.",n/a,n/a,[],[],['Food'],mh2,uncommon
Thornglint Bridge,,0.0,Artifact Land,"Thornglint Bridge enters the battlefield tapped.
Indestructible
{T}: Add {G} or {W}.",n/a,n/a,[],"['G', 'W']",['Indestructible'],mh2,common
Thought Monitor,{6}{U},7.0,Artifact Creature — Construct,"Affinity for artifacts
Flying
When Thought Monitor enters the battlefield, draw two cards.",2,2,['U'],['U'],"['Flying', 'Affinity']",mh2,rare
Thraben Watcher,{2}{W}{W},4.0,Creature — Angel,"Flying, vigilance
Other nontoken creatures you control get +1/+1 and have vigilance.",2,2,['W'],['W'],"['Flying', 'Vigilance']",mh2,uncommon
"Thrasta, Tempest's Roar",{10}{G}{G},12.0,Legendary Creature — Dinosaur,"This spell costs {3} less to cast for each other spell cast this turn.
Trample, haste
Trample over planeswalkers (This creature can deal excess combat damage to the controller of the planeswalker it's attacking.)
Thrasta, Tempest's Roar has hexproof as long as it entered the battlefield this turn.",7,7,['G'],['G'],"['Haste', 'Trample']",mh2,mythic
Tide Shaper,{U},1.0,Creature — Merfolk Wizard,"Kicker {1} (You may pay an additional {1} as you cast this spell.)
When Tide Shaper enters the battlefield, if it was kicked, target land becomes an Island for as long as Tide Shaper remains on the battlefield.
Tide Shaper gets +1/+1 as long as an opponent controls an Island.",1,1,['U'],['U'],['Kicker'],mh2,uncommon
Timeless Dragon,{3}{W}{W},5.0,Creature — Dragon,"Flying
Plainscycling {2} ({2}, Discard this card: Search your library for a Plains card, reveal it, put it into your hand, then shuffle.)
Eternalize {2}{W}{W} ({2}{W}{W}, Exile this card from your graveyard: Create a token that's a copy of it, except it's a 4/4 black Zombie Dragon with no mana cost. Eternalize only as a sorcery.)",5,5,['W'],['W'],"['Flying', 'Plainscycling', 'Landcycling', 'Typecycling', 'Cycling', 'Eternalize']",mh2,rare
Timeless Witness,{2}{G}{G},4.0,Creature — Human Shaman,"When Timeless Witness enters the battlefield, return target card from your graveyard to your hand.
Eternalize {5}{G}{G} ({5}{G}{G}, Exile this card from your graveyard: Create a token that's a copy of it, except it's a 4/4 black Zombie Human Shaman with no mana cost. Eternalize only as a sorcery.)",2,1,['G'],['G'],['Eternalize'],mh2,uncommon
Tireless Provisioner,{2}{G},3.0,Creature — Elf Scout,"Landfall — Whenever a land enters the battlefield under your control, create a Food token or a Treasure token. (Food is an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."" Treasure is an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",3,2,['G'],['G'],"['Treasure', 'Food', 'Landfall']",mh2,uncommon
"Titania, Protector of Argoth",{3}{G}{G},5.0,Legendary Creature — Elemental,"When Titania, Protector of Argoth enters the battlefield, return target land card from your graveyard to the battlefield.
Whenever a land you control is put into a graveyard from the battlefield, create a 5/3 green Elemental creature token.",5,3,['G'],['G'],[],mh2,mythic
Tizerus Charger,{2}{B},3.0,Creature — Pegasus,"Escape—{4}{B}, Exile five other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)
Tizerus Charger escapes with your choice of a +1/+1 counter or a flying counter on it.",3,2,['B'],['B'],['Escape'],mh2,common
Tormod's Cryptkeeper,{3},3.0,Artifact Creature — Golem,"Vigilance
{T}, Sacrifice Tormod's Cryptkeeper: Exile target player's graveyard.",3,2,[],[],['Vigilance'],mh2,common
"Tourach, Dread Cantor",{1}{B},2.0,Legendary Creature — Human Cleric,"Kicker {B}{B} (You may pay an additional {B}{B} as you cast this spell.)
Protection from white
Whenever an opponent discards a card, put a +1/+1 counter on Tourach, Dread Cantor.
When Tourach enters the battlefield, if it was kicked, target opponent discards two cards at random.",2,1,['B'],['B'],"['Protection', 'Kicker']",mh2,mythic
Tourach's Canticle,{3}{B},4.0,Sorcery,"Target opponent reveals their hand. You choose a card from it. That player discards that card, then discards a card at random.",n/a,n/a,['B'],['B'],[],mh2,common
Tragic Fall,{1}{B},2.0,Instant,"Target creature gets -3/-3 until end of turn.
Hellbent — That creature gets -13/-13 until end of turn instead if you have no cards in hand.",n/a,n/a,['B'],['B'],['Hellbent'],mh2,common
Unbounded Potential,{1}{W},2.0,Instant,"Choose one —
• Put a +1/+1 counter on each of up to two target creatures.
• Proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)
Entwine {3}{W} (Choose both if you pay the entwine cost.)",n/a,n/a,['W'],['W'],"['Entwine', 'Proliferate']",mh2,common
Underworld Hermit,{4}{B}{B},6.0,Creature — Human Peasant,"When Underworld Hermit enters the battlefield, create a number of 1/1 green Squirrel creature tokens equal to your devotion to black. (Each {B} in the mana costs of permanents you control counts toward your devotion to black.)",3,3,['B'],['B'],[],mh2,uncommon
Unholy Heat,{R},1.0,Instant,"Unholy Heat deals 2 damage to target creature or planeswalker.
Delirium — Unholy Heat deals 6 damage instead if there are four or more card types among cards in your graveyard.",n/a,n/a,['R'],['R'],['Delirium'],mh2,common
Unmarked Grave,{1}{B},2.0,Sorcery,"Search your library for a nonlegendary card, put that card into your graveyard, then shuffle.",n/a,n/a,['B'],['B'],[],mh2,rare
Upheaval,{4}{U}{U},6.0,Sorcery,Return all permanents to their owners' hands.,n/a,n/a,['U'],['U'],[],mh2,rare
Urban Daggertooth,{2}{G}{G},4.0,Creature — Dinosaur,"Vigilance
Enrage — Whenever Urban Daggertooth is dealt damage, proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)",4,3,['G'],['G'],"['Enrage', 'Vigilance', 'Proliferate']",mh2,common
Urza's Saga,,0.0,Enchantment Land — Urza's Saga,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Urza's Saga gains ""{T}: Add {C}.""
II — Urza's Saga gains ""{2}, {T}: Create a 0/0 colorless Construct artifact creature token with 'This creature gets +1/+1 for each artifact you control.'""
III — Search your library for an artifact card with mana cost {0} or {1}, put it onto the battlefield, then shuffle.",n/a,n/a,[],[],[],mh2,rare
Vectis Gloves,{2},2.0,Artifact — Equipment,"Equipped creature gets +2/+0 and has artifact landwalk. (It can't be blocked as long as defending player controls an artifact land.)
Equip {2}",n/a,n/a,[],[],['Equip'],mh2,uncommon
Vedalken Infiltrator,{1}{U},2.0,Creature — Vedalken Rogue,"Vedalken Infiltrator can't be blocked.
Metalcraft — Vedalken Infiltrator gets +1/+0 as long as you control three or more artifacts.",1,3,['U'],['U'],['Metalcraft'],mh2,uncommon
Verdant Catacombs,,0.0,Land,"{T}, Pay 1 life, Sacrifice Verdant Catacombs: Search your library for a Swamp or Forest card, put it onto the battlefield, then shuffle.",n/a,n/a,[],[],[],mh2,rare
Verdant Command,{1}{G},2.0,Instant,"Choose two —
• Target player creates two tapped 1/1 green Squirrel creature tokens.
• Counter target loyalty ability of a planeswalker.
• Exile target card from a graveyard.
• Target player gains 3 life.",n/a,n/a,['G'],['G'],[],mh2,rare
Vermin Gorger,{1}{B},2.0,Creature — Vampire,"{T}, Sacrifice another creature: Each opponent loses 2 life and you gain 2 life.",2,2,['B'],['B'],[],mh2,common
Viashino Lashclaw,{1}{R},2.0,Creature — Lizard Warrior,"{T}, Discard a card: Creatures you control gain haste until end of turn.",2,2,['R'],['R'],[],mh2,common
Vile Entomber,{2}{B}{B},4.0,Creature — Zombie Warlock,"Deathtouch
When Vile Entomber enters the battlefield, search your library for a card, put that card into your graveyard, then shuffle.",2,2,['B'],['B'],['Deathtouch'],mh2,uncommon
Vindicate,{1}{W}{B},3.0,Sorcery,Destroy target permanent.,n/a,n/a,"['B', 'W']","['B', 'W']",[],mh2,rare
Void Mirror,{2},2.0,Artifact,"Whenever a player casts a spell, if no colored mana was spent to cast it, counter that spell.",n/a,n/a,[],[],[],mh2,rare
Wavesifter,{3}{G}{U},5.0,Creature — Elemental,"Flying
When Wavesifter enters the battlefield, investigate twice. (To investigate, create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")
Evoke {G}{U} (You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters the battlefield.)",3,2,"['G', 'U']","['G', 'U']","['Flying', 'Investigate', 'Evoke']",mh2,common
Wonder,{3}{U},4.0,Creature — Incarnation,"Flying
As long as Wonder is in your graveyard and you control an Island, creatures you control have flying.",2,2,['U'],['U'],['Flying'],mh2,rare
World-Weary,{3}{B}{B},5.0,Enchantment — Aura,"Enchant creature
Enchanted creature gets -4/-4.
Basic landcycling {1}{B} ({1}{B}, Discard this card: Search your library for a basic land card, reveal it, put it into your hand, then shuffle.)",n/a,n/a,['B'],['B'],"['Landcycling', 'Enchant', 'Basic landcycling', 'Typecycling', 'Cycling']",mh2,common
Wren's Run Hydra,{X}{G},1.0,Creature — Hydra,"Reach
Wren's Run Hydra enters the battlefield with X +1/+1 counters on it.
Reinforce X—{X}{G}{G} ({X}{G}{G}, Discard this card: Put X +1/+1 counters on target creature.)",0,0,['G'],['G'],"['Reach', 'Reinforce']",mh2,uncommon
"Yavimaya, Cradle of Growth",,0.0,Legendary Land,Each land is a Forest in addition to its other land types.,n/a,n/a,[],[],[],mh2,rare
Yavimaya Elder,{1}{G}{G},3.0,Creature — Human Druid,"When Yavimaya Elder dies, you may search your library for up to two basic land cards, reveal them, put them into your hand, then shuffle.
{2}, Sacrifice Yavimaya Elder: Draw a card.",2,1,['G'],['G'],[],mh2,uncommon
Young Necromancer,{4}{B},5.0,Creature — Human Warlock,"When Young Necromancer enters the battlefield, you may exile two cards from your graveyard. When you do, return target creature card from your graveyard to the battlefield.",2,3,['B'],['B'],[],mh2,uncommon
"Yusri, Fortune's Flame",{1}{U}{R},3.0,Legendary Creature — Efreet,"Flying
Whenever Yusri, Fortune's Flame attacks, choose a number between 1 and 5. Flip that many coins. For each flip you win, draw a card. For each flip you lose, Yusri deals 2 damage to you. If you won five flips this way, you may cast spells from your hand this turn without paying their mana costs.",2,3,"['R', 'U']","['R', 'U']",['Flying'],mh2,rare
"Zabaz, the Glimmerwasp",{1},1.0,Legendary Artifact Creature — Insect,"Modular 1
If a modular triggered ability would put one or more +1/+1 counters on a creature you control, that many plus one +1/+1 counters are put on it instead.
{R}: Destroy target artifact you control.
{W}: Zabaz, the Glimmerwasp gains flying until end of turn.",0,0,[],"['R', 'W']",['Modular'],mh2,rare
Zuran Orb,{0},0.0,Artifact,Sacrifice a land: You gain 2 life.,n/a,n/a,[],[],[],mh2,uncommon
