name,mana_cost,cmc,type_line,oracle_text,power,toughness,colors,color_identity,keywords,set,rarity
"Kaito, Cunning Infiltrator",{1}{U}{U},3.0,Legendary Planeswalker — Kaito,"Whenever a creature you control deals combat damage to a player, put a loyalty counter on Kaito.
+1: Up to one target creature you control can't be blocked this turn. Draw a card, then discard a card.
−2: Create a 2/1 blue Ninja creature token.
−9: You get an emblem with ""Whenever a player casts a spell, you create a 2/1 blue Ninja creature token.""",n/a,n/a,['U'],['U'],[],fdn,mythic
Kalastria Highborn,{B}{B},2.0,Creature — Vampire Shaman,"Whenever Kalastria Highborn or another Vampire you control dies, you may pay {B}. If you do, target player loses 2 life and you gain 2 life.",2,2,['B'],['B'],[],fdn,rare
Kargan Dragonrider,{1}{R},2.0,Creature — Human Warrior,"As long as you control a Dragon, Kargan Dragonrider has flying. (It can't be blocked except by creatures with flying or reach.)",2,2,['R'],['R'],[],fdn,common
"Kellan, Planar Trailblazer",{R},1.0,Legendary Creature — Human Faerie Scout,"{1}{R}: If Kellan is a Scout, it becomes a Human Faerie Detective and gains ""Whenever Kellan deals combat damage to a player, exile the top card of your library. You may play that card this turn.""
{2}{R}: If Kellan is a Detective, it becomes a 3/2 Human Faerie Rogue and gains double strike.",2,1,['R'],['R'],[],fdn,rare
Kindled Fury,{R},1.0,Instant,Target creature gets +1/+0 and gains first strike until end of turn.,n/a,n/a,['R'],['R'],[],fdn,common
"Kiora, the Rising Tide",{2}{U},3.0,Legendary Creature — Merfolk Noble,"When Kiora enters, draw two cards, then discard two cards.
Threshold — Whenever Kiora attacks, if there are seven or more cards in your graveyard, you may create Scion of the Deep, a legendary 8/8 blue Octopus creature token.",3,2,['U'],['U'],['Threshold'],fdn,rare
Kitesail Corsair,{1}{U},2.0,Creature — Human Pirate,Kitesail Corsair has flying as long as it's attacking.,2,1,['U'],['U'],[],fdn,common
Knight of Grace,{1}{W},2.0,Creature — Human Knight,"First strike
Hexproof from black (This creature can't be the target of black spells or abilities your opponents control.)
Knight of Grace gets +1/+0 as long as any player controls a black permanent.",2,2,['W'],['W'],"['Hexproof from', 'Hexproof', 'First strike']",fdn,uncommon
Knight of Malice,{1}{B},2.0,Creature — Human Knight,"First strike
Hexproof from white (This creature can't be the target of white spells or abilities your opponents control.)
Knight of Malice gets +1/+0 as long as any player controls a white permanent.",2,2,['B'],['B'],"['Hexproof from', 'Hexproof', 'First strike']",fdn,uncommon
"Koma, World-Eater",{3}{G}{G}{U}{U},7.0,Legendary Creature — Serpent,"This spell can't be countered.
Trample, ward {4}
Whenever Koma deals combat damage to a player, create four 3/3 blue Serpent creature tokens named Koma's Coil.",8,12,"['G', 'U']","['G', 'U']","['Trample', 'Ward']",fdn,rare
"Krenko, Mob Boss",{2}{R}{R},4.0,Legendary Creature — Goblin Warrior,"{T}: Create X 1/1 red Goblin creature tokens, where X is the number of Goblins you control.",3,3,['R'],['R'],[],fdn,rare
"Kykar, Zephyr Awakener",{2}{W}{U},4.0,Legendary Creature — Bird Wizard,"Flying
Whenever you cast a noncreature spell, choose one —
• Exile another target creature you control. Return that card to the battlefield under its owner's control at the beginning of the next end step.
• Create a 1/1 white Spirit creature token with flying.",3,4,"['U', 'W']","['U', 'W']",['Flying'],fdn,rare
"Lathliss, Dragon Queen",{4}{R}{R},6.0,Legendary Creature — Dragon,"Flying
Whenever another nontoken Dragon you control enters, create a 5/5 red Dragon creature token with flying.
{1}{R}: Dragons you control get +1/+0 until end of turn.",6,6,['R'],['R'],['Flying'],fdn,rare
"Lathril, Blade of the Elves",{2}{B}{G},4.0,Legendary Creature — Elf Noble,"Menace
Whenever Lathril, Blade of the Elves deals combat damage to a player, create that many 1/1 green Elf Warrior creature tokens.
{T}, Tap ten untapped Elves you control: Each opponent loses 10 life and you gain 10 life.",2,3,"['B', 'G']","['B', 'G']",['Menace'],fdn,rare
Leonin Skyhunter,{W}{W},2.0,Creature — Cat Knight,Flying,2,2,['W'],['W'],['Flying'],fdn,uncommon
Leonin Vanguard,{W},1.0,Creature — Cat Soldier,"At the beginning of combat on your turn, if you control three or more creatures, Leonin Vanguard gets +1/+1 until end of turn and you gain 1 life.",1,1,['W'],['W'],[],fdn,uncommon
Leyline Axe,{4},4.0,Artifact — Equipment,"If this card is in your opening hand, you may begin the game with it on the battlefield.
Equipped creature gets +1/+1 and has double strike and trample.
Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)",n/a,n/a,[],[],['Equip'],fdn,rare
Lightshell Duo,{3}{U},4.0,Creature — Rat Otter,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
When Lightshell Duo enters, surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",3,4,['U'],['U'],"['Surveil', 'Prowess']",fdn,common
"Liliana, Dreadhorde General",{4}{B}{B},6.0,Legendary Planeswalker — Liliana,"Whenever a creature you control dies, draw a card.
+1: Create a 2/2 black Zombie creature token.
−4: Each player sacrifices two creatures.
−9: Each opponent chooses a permanent they control of each permanent type and sacrifices the rest.",n/a,n/a,['B'],['B'],[],fdn,mythic
"Linden, the Steadfast Queen",{W}{W}{W},3.0,Legendary Creature — Human Noble,"Vigilance
Whenever a white creature you control attacks, you gain 1 life.",3,3,['W'],['W'],['Vigilance'],fdn,rare
Llanowar Elves,{G},1.0,Creature — Elf Druid,{T}: Add {G}.,1,1,['G'],['G'],[],fdn,common
"Loot, Exuberant Explorer",{2}{G},3.0,Legendary Creature — Beast Noble,"You may play an additional land on each of your turns.
{4}{G}{G}, {T}: Look at the top six cards of your library. You may reveal a creature card with mana value less than or equal to the number of lands you control from among them and put it onto the battlefield. Put the rest on the bottom in a random order.",1,4,['G'],['G'],[],fdn,rare
Luminous Rebuke,{4}{W},5.0,Instant,"This spell costs {3} less to cast if it targets a tapped creature.
Destroy target creature.",n/a,n/a,['W'],['W'],[],fdn,common
Lunar Insight,{2}{U},3.0,Sorcery,Draw a card for each different mana value among nonland permanents you control.,n/a,n/a,['U'],['U'],[],fdn,rare
Lyra Dawnbringer,{3}{W}{W},5.0,Legendary Creature — Angel,"Flying, first strike, lifelink
Other Angels you control get +1/+1 and have lifelink.",5,5,['W'],['W'],"['Flying', 'Lifelink', 'First strike']",fdn,mythic
Maalfeld Twins,{5}{B},6.0,Creature — Zombie,"When Maalfeld Twins dies, create two 2/2 black Zombie creature tokens.",4,4,['B'],['B'],[],fdn,uncommon
Macabre Waltz,{1}{B},2.0,Sorcery,"Return up to two target creature cards from your graveyard to your hand, then discard a card.",n/a,n/a,['B'],['B'],[],fdn,common
Maelstrom Pulse,{1}{B}{G},3.0,Sorcery,Destroy target nonland permanent and all other permanents with the same name as that permanent.,n/a,n/a,"['B', 'G']","['B', 'G']",[],fdn,rare
Magnigoth Sentry,{3}{G},4.0,Creature — Treefolk,Reach,4,4,['G'],['G'],['Reach'],fdn,common
Make a Stand,{2}{W},3.0,Instant,"Creatures you control get +1/+0 and gain indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy them.)",n/a,n/a,['W'],['W'],[],fdn,uncommon
Make Your Move,{2}{W},3.0,Instant,"Destroy target artifact, enchantment, or creature with power 4 or greater.",n/a,n/a,['W'],['W'],[],fdn,common
Marauding Blight-Priest,{2}{B},3.0,Creature — Vampire Cleric,"Whenever you gain life, each opponent loses 1 life.",3,2,['B'],['B'],[],fdn,common
Massacre Wurm,{3}{B}{B}{B},6.0,Creature — Phyrexian Wurm,"When Massacre Wurm enters, creatures your opponents control get -2/-2 until end of turn.
Whenever a creature an opponent controls dies, that player loses 2 life.",6,5,['B'],['B'],[],fdn,mythic
Mazemind Tome,{2},2.0,Artifact,"{T}, Put a page counter on Mazemind Tome: Scry 1.
{2}, {T}, Put a page counter on Mazemind Tome: Draw a card.
When there are four or more page counters on Mazemind Tome, exile it. If you do, you gain 4 life.",n/a,n/a,[],[],['Scry'],fdn,rare
Maze's End,,0.0,Land,"Maze's End enters tapped.
{T}: Add {C}.
{3}, {T}, Return Maze's End to its owner's hand: Search your library for a Gate card, put it onto the battlefield, then shuffle. If you control ten or more Gates with different names, you win the game.",n/a,n/a,[],[],[],fdn,mythic
Mentor of the Meek,{2}{W},3.0,Creature — Human Soldier,"Whenever another creature you control with power 2 or less enters, you may pay {1}. If you do, draw a card.",2,2,['W'],['W'],[],fdn,rare
Meteor Golem,{7},7.0,Artifact Creature — Golem,"When Meteor Golem enters, destroy target nonland permanent an opponent controls.",3,3,[],[],[],fdn,uncommon
Micromancer,{3}{U},4.0,Creature — Human Wizard,"When Micromancer enters, you may search your library for an instant or sorcery card with mana value 1, reveal it, put it into your hand, then shuffle.",3,3,['U'],['U'],[],fdn,uncommon
Midnight Reaper,{2}{B},3.0,Creature — Zombie Knight,"Whenever a nontoken creature you control dies, Midnight Reaper deals 1 damage to you and you draw a card.",3,2,['B'],['B'],[],fdn,rare
Midnight Snack,{2}{B},3.0,Enchantment,"Raid — At the beginning of your end step, if you attacked this turn, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")
{2}{B}, Sacrifice this enchantment: Target opponent loses X life, where X is the amount of life you gained this turn.",n/a,n/a,['B'],['B'],"['Food', 'Raid']",fdn,uncommon
Mild-Mannered Librarian,{G},1.0,Creature — Human,{3}{G}: Mild-Mannered Librarian becomes a Werewolf. Put two +1/+1 counters on it and you draw a card. Activate only once.,1,1,['G'],['G'],[],fdn,uncommon
Mindsparker,{1}{R}{R},3.0,Creature — Elemental,"First strike (This creature deals combat damage before creatures without first strike.)
Whenever an opponent casts a white or blue instant or sorcery spell, Mindsparker deals 2 damage to that player.",3,2,['R'],['R'],['First strike'],fdn,uncommon
Mischievous Mystic,{1}{U},2.0,Creature — Human Wizard,"Flying
Whenever you draw your second card each turn, create a 1/1 blue Faerie creature token with flying.",2,1,['U'],['U'],['Flying'],fdn,uncommon
Mischievous Pup,{2}{W},3.0,Creature — Dog,"Flash
When Mischievous Pup enters, return up to one other target permanent you control to its owner's hand.",3,1,['W'],['W'],['Flash'],fdn,uncommon
Mocking Sprite,{2}{U},3.0,Creature — Faerie Rogue,"Flying
Instant and sorcery spells you cast cost {1} less to cast.",2,1,['U'],['U'],['Flying'],fdn,common
Mold Adder,{G},1.0,Creature — Fungus Snake,"Whenever an opponent casts a blue or black spell, you may put a +1/+1 counter on Mold Adder.",1,1,['G'],['G'],[],fdn,uncommon
Moment of Craving,{1}{B},2.0,Instant,Target creature gets -2/-2 until end of turn. You gain 2 life.,n/a,n/a,['B'],['B'],[],fdn,common
Moment of Triumph,{W},1.0,Instant,Target creature gets +2/+2 until end of turn. You gain 2 life.,n/a,n/a,['W'],['W'],[],fdn,common
Mortify,{1}{W}{B},3.0,Instant,Destroy target creature or enchantment.,n/a,n/a,"['B', 'W']","['B', 'W']",[],fdn,uncommon
Mossborn Hydra,{2}{G},3.0,Creature — Elemental Hydra,"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
This creature enters with a +1/+1 counter on it.
Landfall — Whenever a land you control enters, double the number of +1/+1 counters on this creature.",0,0,['G'],['G'],"['Trample', 'Landfall']",fdn,rare
Mountain,,0.0,Basic Land — Mountain,({T}: Add {R}.),n/a,n/a,[],['R'],[],fdn,common
"Muldrotha, the Gravetide",{3}{B}{G}{U},6.0,Legendary Creature — Elemental Avatar,"During each of your turns, you may play a land and cast a permanent spell of each permanent type from your graveyard. (If a card has multiple permanent types, choose one as you play it.)",6,6,"['B', 'G', 'U']","['B', 'G', 'U']",[],fdn,mythic
Myojin of Night's Reach,{5}{B}{B}{B},8.0,Legendary Creature — Spirit,"Myojin of Night's Reach enters with a divinity counter on it if you cast it from your hand.
Myojin of Night's Reach has indestructible as long as it has a divinity counter on it.
Remove a divinity counter from Myojin of Night's Reach: Each opponent discards their hand.",5,2,['B'],['B'],[],fdn,rare
Mystical Teachings,{3}{U},4.0,Instant,"Search your library for an instant card or a card with flash, reveal it, put it into your hand, then shuffle.
Flashback {5}{B} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",n/a,n/a,['U'],"['B', 'U']",['Flashback'],fdn,uncommon
Mystic Archaeologist,{1}{U},2.0,Creature — Human Wizard,{3}{U}{U}: Draw two cards.,2,1,['U'],['U'],[],fdn,rare
Needletooth Pack,{3}{G}{G},5.0,Creature — Dinosaur,"Morbid — At the beginning of your end step, if a creature died this turn, put two +1/+1 counters on target creature you control.",4,5,['G'],['G'],['Morbid'],fdn,uncommon
Negate,{1}{U},2.0,Instant,Counter target noncreature spell.,n/a,n/a,['U'],['U'],[],fdn,common
Nessian Hornbeetle,{1}{G},2.0,Creature — Insect,"At the beginning of combat on your turn, if you control another creature with power 4 or greater, put a +1/+1 counter on Nessian Hornbeetle.",2,2,['G'],['G'],[],fdn,uncommon
New Horizons,{2}{G},3.0,Enchantment — Aura,"Enchant land
When New Horizons enters, put a +1/+1 counter on target creature you control.
Enchanted land has ""{T}: Add two mana of any one color.""",n/a,n/a,['G'],['G'],['Enchant'],fdn,common
Nine-Lives Familiar,{1}{B}{B},3.0,Creature — Cat,"This creature enters with eight revival counters on it if you cast it.
When this creature dies, if it had a revival counter on it, return it to the battlefield with one fewer revival counter on it at the beginning of the next end step.",1,1,['B'],['B'],[],fdn,rare
"Niv-Mizzet, Visionary",{4}{U}{R},6.0,Legendary Creature — Dragon Wizard,"Flying
You have no maximum hand size.
Whenever a source you control deals noncombat damage to an opponent, you draw that many cards.",5,5,"['R', 'U']","['R', 'U']",['Flying'],fdn,mythic
Nullpriest of Oblivion,{1}{B},2.0,Creature — Vampire Cleric,"Kicker {3}{B}
Menace, lifelink
When Nullpriest of Oblivion enters, if it was kicked, return target creature card from your graveyard to the battlefield.",2,1,['B'],['B'],"['Lifelink', 'Menace', 'Kicker']",fdn,rare
Obliterating Bolt,{1}{R},2.0,Sorcery,"Obliterating Bolt deals 4 damage to target creature or planeswalker. If that creature or planeswalker would die this turn, exile it instead.",n/a,n/a,['R'],['R'],[],fdn,uncommon
Offer Immortality,{1}{B},2.0,Instant,"Target creature gains deathtouch and indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)",n/a,n/a,['B'],['B'],[],fdn,common
Omniscience,{7}{U}{U}{U},10.0,Enchantment,You may cast spells from your hand without paying their mana costs.,n/a,n/a,['U'],['U'],[],fdn,mythic
Opt,{U},1.0,Instant,"Scry 1.
Draw a card.",n/a,n/a,['U'],['U'],['Scry'],fdn,common
Ordeal of Nylea,{1}{G},2.0,Enchantment — Aura,"Enchant creature
Whenever enchanted creature attacks, put a +1/+1 counter on it. Then if it has three or more +1/+1 counters on it, sacrifice Ordeal of Nylea.
When you sacrifice Ordeal of Nylea, search your library for up to two basic land cards, put them onto the battlefield tapped, then shuffle.",n/a,n/a,['G'],['G'],['Enchant'],fdn,uncommon
Orzhov Guildgate,,0.0,Land — Gate,"Orzhov Guildgate enters tapped.
{T}: Add {W} or {B}.",n/a,n/a,[],"['B', 'W']",[],fdn,common
Overrun,{2}{G}{G}{G},5.0,Sorcery,Creatures you control get +3/+3 and gain trample until end of turn.,n/a,n/a,['G'],['G'],[],fdn,uncommon
"Ovika, Enigma Goliath",{5}{U}{R},7.0,Legendary Creature — Phyrexian Nightmare,"Flying
Ward—{3}, Pay 3 life.
Whenever you cast a noncreature spell, create X 1/1 red Phyrexian Goblin creature tokens, where X is the mana value of that spell. They gain haste until end of turn.",6,6,"['R', 'U']","['R', 'U']","['Flying', 'Ward']",fdn,rare
Pacifism,{1}{W},2.0,Enchantment — Aura,"Enchant creature
Enchanted creature can't attack or block.",n/a,n/a,['W'],['W'],['Enchant'],fdn,common
Painful Quandary,{3}{B}{B},5.0,Enchantment,"Whenever an opponent casts a spell, that player loses 5 life unless they discard a card.",n/a,n/a,['B'],['B'],[],fdn,rare
Pelakka Wurm,{4}{G}{G}{G},7.0,Creature — Wurm,"Trample
When Pelakka Wurm enters, you gain 7 life.
When Pelakka Wurm dies, draw a card.",7,7,['G'],['G'],['Trample'],fdn,uncommon
Perforating Artist,{1}{B}{R},3.0,Creature — Devil,"Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
Raid — At the beginning of your end step, if you attacked this turn, each opponent loses 3 life unless that player sacrifices a nonland permanent of their choice or discards a card.",3,2,"['B', 'R']","['B', 'R']","['Raid', 'Deathtouch']",fdn,uncommon
Phyrexian Arena,{1}{B}{B},3.0,Enchantment,"At the beginning of your upkeep, you draw a card and you lose 1 life.",n/a,n/a,['B'],['B'],[],fdn,rare
Pilfer,{1}{B},2.0,Sorcery,Target opponent reveals their hand. You choose a nonland card from it. That player discards that card.,n/a,n/a,['B'],['B'],[],fdn,common
Pirate's Cutlass,{3},3.0,Artifact — Equipment,"When Pirate's Cutlass enters, attach it to target Pirate you control.
Equipped creature gets +2/+1.
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",n/a,n/a,[],[],['Equip'],fdn,common
Plains,,0.0,Basic Land — Plains,({T}: Add {W}.),n/a,n/a,[],['W'],[],fdn,common
Prayer of Binding,{3}{W},4.0,Enchantment,"Flash
When Prayer of Binding enters, exile up to one target nonland permanent an opponent controls until Prayer of Binding leaves the battlefield. You gain 2 life.",n/a,n/a,['W'],['W'],['Flash'],fdn,uncommon
Predator Ooze,{G}{G}{G},3.0,Creature — Ooze,"Indestructible
Whenever Predator Ooze attacks, put a +1/+1 counter on it.
Whenever a creature dealt damage by Predator Ooze this turn dies, put a +1/+1 counter on Predator Ooze.",1,1,['G'],['G'],['Indestructible'],fdn,rare
Preposterous Proportions,{5}{G}{G},7.0,Sorcery,Creatures you control get +10/+10 and gain vigilance until end of turn.,n/a,n/a,['G'],['G'],[],fdn,rare
Prideful Parent,{2}{W},3.0,Creature — Cat,"Vigilance (Attacking doesn't cause this creature to tap.)
When this creature enters, create a 1/1 white Cat creature token.",2,2,['W'],['W'],['Vigilance'],fdn,common
Primal Might,{X}{G},1.0,Sorcery,Target creature you control gets +X/+X until end of turn. Then it fights up to one target creature you don't control.,n/a,n/a,['G'],['G'],['Fight'],fdn,rare
Prime Speaker Zegana,{2}{G}{G}{U}{U},6.0,Legendary Creature — Merfolk Wizard,"Prime Speaker Zegana enters with X +1/+1 counters on it, where X is the greatest power among other creatures you control.
When Prime Speaker Zegana enters, draw cards equal to its power.",1,1,"['G', 'U']","['G', 'U']",[],fdn,rare
