Name,Color,Rarity,# Seen,ALSA,# Picked,ATA,# GP,% GP,GP WR,# OH,OH WR,# GD,GD WR,# GIH,GIH WR,# GNS,GNS WR,IWD,mana_cost,cmc,type_line,oracle_text,power,toughness,colors,color_identity,keywords,set,rarity
Collective Resistance,G,U,97304,5.41,15738,7.4,69686,,,11240,,15730,,26970,,42653,,2.5pp,{1}{G},2,Instant,"Escalate {G} (Pay this cost for each mode chosen beyond the first.)
Choose one or more —
• Destroy target artifact.
• Destroy target enchantment.
• Target creature gains hexproof and indestructible until end of turn.",,,['G'],['G'],['Escalate'],mh3,uncommon
Colossal Dreadmask,G,C,264429,5.83,37445,8.29,158142,,,24227,,35941,,60168,,96528,,-0.7pp,{4}{G}{G},6,Artifact — Equipment,"Living weapon (When this Equipment enters the battlefield, create a 0/0 black Phyrexian Germ creature token, then attach this to it.)
Equipped creature gets +6/+6 and has trample.
Equip {3}{G}{G}",,,['G'],['G'],"['Equip', 'Living weapon']",mh3,common
"Eladamri, Korvecdal",G,M,5775,1.7,2918,1.66,15036,,,2578,,3399,,5977,,8870,,-0.2pp,{1}{G}{G},3,Legendary Creature — Elf Warrior,"You may look at the top card of your library any time.
You may cast creature spells from the top of your library.
{G}, {T}, Tap two untapped creatures you control: Reveal a card from your hand or the top card of your library. If you reveal a creature card this way, put it onto the battlefield. Activate only during your turn.",3,3,['G'],['G'],[],mh3,mythic
Eldrazi Repurposer,G,C,158393,3.3,45572,3.99,258779,,,46269,,57474,,103743,,150902,,4.1pp,{2}{G},3,Creature — Eldrazi Drone,"Devoid (This card has no color.)
When you cast this spell and when Eldrazi Repurposer dies, create a 0/1 colorless Eldrazi Spawn creature token with ""Sacrifice this creature: Add {C}.""",3,3,[],['G'],['Devoid'],mh3,common
Evolution Witness,G,C,216174,4.45,38859,6.11,204225,,,34874,,44781,,79655,,121642,,-0.7pp,{2}{G},3,Creature — Elf Shaman Mutant,"{1}{G}: Adapt 2. (If this creature has no +1/+1 counters on it, put two +1/+1 counters on it.)
Whenever one or more +1/+1 counters are put on Evolution Witness, return target permanent card from your graveyard to your hand.",2,1,['G'],['G'],['Adapt'],mh3,common
Fanatic of Rhonas,G,R,12745,1.87,6783,1.86,36919,,,6598,,8217,,14815,,21793,,6.4pp,{1}{G},2,Creature — Snake Druid,"{T}: Add {G}.
Ferocious — {T}: Add {G}{G}{G}{G}. Activate only if you control a creature with power 4 or greater.
Eternalize {2}{G}{G} ({2}{G}{G}, Exile this card from your graveyard: Create a token that's a copy of it, except it's a 4/4 black Zombie Snake Druid with no mana cost. Eternalize only as a sorcery.)",1,4,['G'],['G'],"['Ferocious', 'Eternalize']",mh3,rare
Fangs of Kalonia,G,U,90583,5.13,12210,7.26,47531,,,7138,,10170,,17308,,30206,,-1.2pp,{1}{G},2,Sorcery,"Put a +1/+1 counter on target creature you control, then double the number of +1/+1 counters on each creature that had a +1/+1 counter put on it this way.
Overload {4}{G}{G} (You may cast this spell for its overload cost. If you do, change ""target"" in its text to ""each."")",,,['G'],['G'],['Overload'],mh3,uncommon
Flare of Cultivation,G,R,34187,4.5,4007,6.69,10119,,,1697,,2299,,3996,,6127,,-0.7pp,{1}{G}{G},3,Sorcery,"You may sacrifice a nontoken green creature rather than pay this spell's mana cost.
Search your library for up to two basic land cards, reveal those cards, put one onto the battlefield tapped and the other into your hand, then shuffle.",,,['G'],['G'],[],mh3,rare
Fowl Strike,G,C,295877,7.15,34465,10.52,72870,,,11196,,16066,,27262,,45606,,-0.8pp,{1}{G},2,Instant,"Destroy target creature with flying.
Reinforce 2—{2}{G} ({2}{G}, Discard this card: Put two +1/+1 counters on target creature.)",,,['G'],['G'],['Reinforce'],mh3,common
Gift of the Viper,G,C,280127,6.41,33383,9.47,113782,,,17757,,24730,,42487,,71174,,1.6pp,{G},1,Instant,"Put a +1/+1 counter, a reach counter, and a deathtouch counter on target creature. Untap it.",,,['G'],['G'],[],mh3,common
Horrific Assault,G,C,170129,3.52,47418,4.34,265731,,,43928,,60196,,104124,,161051,,3.4pp,{G},1,Sorcery,"Target creature you control deals damage equal to its power to target creature or planeswalker you don't control. If you control an Eldrazi, you gain 3 life.",,,['G'],['G'],[],mh3,common
The Hunger Tide Rises,G,U,107720,6.46,12043,9.59,26350,,,4464,,5804,,10268,,15855,,-2.9pp,{2}{G},3,Enchantment — Saga,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after IV.)
I, II, III — Create a 1/1 black and green Insect creature token.
IV — Sacrifice any number of creatures. Search your library and/or graveyard for a creature card with mana value less than or equal to the number of creatures sacrificed this way and put it onto the battlefield. If you search your library this way, shuffle.",,,['G'],['G'],[],mh3,uncommon
Hydra Trainer,G,U,91184,5.19,12337,7.27,47932,,,8451,,9886,,18337,,29382,,-3.1pp,{1}{G},2,Creature — Human Warrior,"You may exert Hydra Trainer as it attacks. When you do, target creature gets +X/+X until end of turn, where X is the number of counters on permanents you control. (An exerted creature won't untap during your next untap step.)
{2}{G}: Adapt 2. (If this creature has no +1/+1 counters on it, put two +1/+1 counters on it.)",1,1,['G'],['G'],"['Adapt', 'Exert']",mh3,uncommon
Lion Umbra,G,U,105238,6.29,12149,9.33,29639,,,4524,,6023,,10547,,18881,,-1.7pp,{G}{G},2,Enchantment — Aura,"Enchant modified creature (Equipment, Auras its controller controls, and counters are modifications.)
Enchanted creature gets +3/+3 and has vigilance and reach.
Umbra armor (If enchanted creature would be destroyed, instead remove all damage from it and destroy this Aura.)",,,['G'],['G'],"['Umbra armor', 'Enchant']",mh3,uncommon
Malevolent Rumble,G,C,222265,4.78,50955,5.92,265744,,,48006,,59593,,107599,,158077,,4.3pp,{1}{G},2,Sorcery,"Reveal the top four cards of your library. You may put a permanent card from among them into your hand. Put the rest into your graveyard. Create a 0/1 colorless Eldrazi Spawn creature token with ""Sacrifice this creature: Add {C}.""",,,['G'],['G'],[],mh3,common
Monstrous Vortex,G,U,113830,7.47,11693,11.21,5898,,,916,,1408,,2324,,3531,,-3.0pp,{3}{G},4,Enchantment,"Whenever you cast a creature spell with power 5 or greater, discover X, where X is that spell's mana value. (Exile cards from the top of your library until you exile a nonland card with that mana value or less. Cast it without paying its mana cost or put it into your hand. Put the rest on the bottom in a random order.)",,,['G'],['G'],['Discover'],mh3,uncommon
Nightshade Dryad,G,C,153603,3.23,43491,3.89,245108,,,44657,,54695,,99352,,142960,,3.6pp,{1}{G},2,Creature — Dryad,"Deathtouch
{T}: Add {C}.
{T}: Add one mana of any color.",1,2,['G'],['G'],['Deathtouch'],mh3,common
Nyxborn Hydra,G,C,219068,4.54,37111,6.3,193698,,,31880,,42877,,74757,,116256,,1.3pp,{X}{G},1,Enchantment Creature — Hydra,"Bestow {X}{G}{G} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.)
Reach, trample
Nyxborn Hydra enters the battlefield with X +1/+1 counters on it.
Enchanted creature gets +1/+1 for each +1/+1 counter on Nyxborn Hydra and has reach and trample.",0,1,['G'],['G'],"['Reach', 'Trample', 'Bestow']",mh3,common
Path of Annihilation,G,U,48962,2.91,18208,3.08,95134,,,16555,,22439,,38994,,54206,,7.0pp,{3}{G},4,Enchantment,"Devoid (This card has no color.)
When Path of Annihilation enters the battlefield, create two 0/1 colorless Eldrazi Spawn creature tokens with ""Sacrifice this creature: Add {C}.""
Eldrazi you control have ""{T}: Add one mana of any color.""
Whenever you cast a creature spell with mana value 7 or greater, you gain 4 life.",,,[],['G'],['Devoid'],mh3,uncommon
Primal Prayers,G,R,44235,5.93,4875,9.15,1400,,,224,,325,,549,,837,,-6.1pp,{2}{G}{G},4,Enchantment,"When Primal Prayers enters the battlefield, you get {E}{E} (two energy counters).
You may cast creature spells with mana value 3 or less by paying {E} rather than paying their mana costs. If you cast a spell this way, you may cast it as though it had flash.",,,['G'],['G'],[],mh3,rare
Propagator Drone,G,U,46463,2.65,15216,3.04,83804,,,14951,,18749,,33700,,48824,,1.6pp,{1}{G},2,Creature — Eldrazi Drone,"Devoid (This card has no color.)
Creature tokens you control have evolve. (They have ""Whenever a creature enters the battlefield under your control, if it has greater power or toughness than this token, put a +1/+1 counter on this token."" They see this creature enter.)
{3}{G}: Create a 0/1 colorless Eldrazi Spawn creature token with ""Sacrifice this creature: Add {C}.""",2,2,[],['G'],['Devoid'],mh3,uncommon
Signature Slam,G,U,56069,3.08,18771,3.57,104326,,,17176,,23502,,40678,,63519,,4.5pp,{2}{G},3,Instant,"Put a +1/+1 counter on target creature you control, then each modified creature you control deals damage equal to its power to target creature you don't control. (Equipment, Auras you control, and counters are modifications.)",,,['G'],['G'],[],mh3,uncommon
Six,G,R,12421,1.78,7296,1.79,40225,,,7341,,9181,,16522,,23103,,4.8pp,{2}{G},3,Legendary Creature — Treefolk,"Reach
Whenever Six attacks, mill three cards. You may put a land card from among them into your hand.
As long as it's your turn, nonland permanent cards in your graveyard have retrace. (You may cast permanent cards from your graveyard by discarding a land card in addition to paying their other costs.)",2,4,['G'],['G'],"['Reach', 'Mill']",mh3,rare
Sowing Mycospawn,G,R,15091,2.14,6458,2.22,34757,,,5913,,7929,,13842,,20257,,5.6pp,{3}{G},4,Creature — Eldrazi Fungus,"Devoid (This card has no color.)
Kicker {1}{C} (You may pay an additional {1}{C} as you cast this spell.)
When you cast this spell, search your library for a land card, put it onto the battlefield, then shuffle.
When you cast this spell, if it was kicked, exile target land.",3,3,[],['G'],"['Devoid', 'Kicker']",mh3,rare
Springheart Nantuko,G,R,10680,1.58,7092,1.57,39489,,,7145,,8696,,15841,,22717,,5.5pp,{1}{G},2,Enchantment Creature — Insect Monk,"Bestow {1}{G}
Enchanted creature gets +1/+1.
Landfall — Whenever a land enters the battlefield under your control, you may pay {1}{G} if Springheart Nantuko is attached to a creature you control. If you do, create a token that's a copy of that creature. If you didn't create a token this way, create a 1/1 green Insect creature token.",1,1,['G'],['G'],"['Bestow', 'Landfall']",mh3,rare
Temperamental Oozewagg,G,C,251844,5.4,36511,7.74,169514,,,27969,,37007,,64976,,103256,,-0.6pp,{3}{G},4,Creature — Ooze Brushwagg,"{2}{G}: Adapt 2. (If this creature has no +1/+1 counters on it, put two +1/+1 counters on it.)
Modified creatures you control have trample. (Equipment, Auras you control, and counters are modifications.)",4,4,['G'],['G'],['Adapt'],mh3,common
Territory Culler,G,U,46595,2.65,15585,3.04,87310,,,14537,,20567,,35104,,51027,,2.4pp,{4}{G},5,Creature — Eldrazi,"Devoid (This card has no color.)
Reach
Landfall — Whenever a land enters the battlefield under your control, look at the top card of your library. If it's a creature card, you may reveal it and put it into your hand. If you don't put the card into your hand, you may put it into your graveyard.",7,5,[],['G'],"['Reach', 'Devoid', 'Landfall']",mh3,uncommon
Thief of Existence,G,R,17673,2.58,5008,2.82,24062,,,3999,,5507,,9506,,14288,,-0.9pp,{1}{C}{G},3,Creature — Eldrazi,"Devoid (This card has no color.)
When you cast this spell, exile up to one target noncreature, nonland permanent an opponent controls with mana value 4 or less. If you do, Thief of Existence gains ""When this creature leaves the battlefield, target opponent draws a card.""",3,4,[],['G'],['Devoid'],mh3,rare
Trickster's Elk,G,U,97039,5.39,13193,7.71,52229,,,8872,,11147,,20019,,31723,,-3.2pp,{2}{G},3,Enchantment Creature — Elk,"Bestow {1}{G} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.)
Enchanted creature loses all abilities and is a green Elk creature with base power and toughness 3/3.",3,3,['G'],['G'],['Bestow'],mh3,uncommon
Wumpus Aberration,G,U,53520,3.02,15614,3.58,84948,,,14325,,19753,,34078,,49588,,2.1pp,{3}{G},4,Creature — Eldrazi Beast,"Devoid (This card has no color.)
When you cast this spell, if {C} wasn't spent to cast it, target opponent may put a creature card from their hand onto the battlefield.
Trample",6,6,[],['G'],"['Devoid', 'Trample']",mh3,uncommon
Abstruse Appropriation,WB,R,20666,2.94,6391,3.16,28680,,,4720,,6896,,11616,,17020,,6.0pp,{2}{W}{B},4,Instant,"Devoid (This card has no color.)
Exile target nonland permanent. You may cast that card for as long as it remains exiled, and you may spend colorless mana as though it were mana of any color to cast that spell.",,,[],"['B', 'W']",['Devoid'],mh3,rare
"Arna Kennerüd, Skycaptain",WUB,M,10372,3.19,2950,3.35,11629,,,1855,,3032,,4887,,6762,,5.4pp,{2}{W}{U}{B},5,Legendary Creature — Human Knight,"Flying, lifelink
Ward—Discard a card.
Whenever a modified creature you control attacks, double the number of each kind of counter on it. Then for each nontoken permanent attached to it, create a token that's a copy of that permanent attached to that creature.",4,4,"['B', 'U', 'W']","['B', 'U', 'W']","['Flying', 'Lifelink', 'Ward']",mh3,mythic
Conduit Goblin,WR,C,230114,5.52,53381,6.5,249324,,,43243,,46068,,89311,,159971,,0.4pp,{R}{W},2,Creature — Goblin Warrior,"When Conduit Goblin enters the battlefield, you get {E}{E} (two energy counters).
At the beginning of combat on your turn, you may pay {E}. If you do, another target creature you control gets +1/+0 and gains haste until end of turn.",2,2,"['R', 'W']","['R', 'W']",[],mh3,common
Cranial Ram,BR,C,252760,6.42,39038,8.3,127319,,,22295,,25952,,48247,,78778,,2.9pp,{B}{R},2,Artifact — Equipment,"Living weapon (When this Equipment enters the battlefield, create a 0/0 black Phyrexian Germ creature token, then attach this to it.)
Equipped creature gets +X/+1, where X is the number of artifacts you control.
Equip {2}",,,"['B', 'R']","['B', 'R']","['Equip', 'Living weapon']",mh3,common
Cursed Wombat,BG,U,72764,4.36,14322,5.33,61219,,,10669,,13447,,24116,,36606,,3.2pp,{B}{G},2,Creature — Nightmare Wombat,"{2}{B}{G}: Adapt 2. (If this creature has no +1/+1 counters on it, put two +1/+1 counters on it.)
Permanents you control have ""Whenever one or more +1/+1 counters are put on this permanent, put an additional +1/+1 counter on it. This ability triggers only once each turn.""",2,3,"['B', 'G']","['B', 'G']",['Adapt'],mh3,uncommon
Cyclops Superconductor,UR,C,276217,6.96,40361,9.47,112370,,,18765,,28371,,47136,,65302,,1.8pp,{1}{U}{R},3,Creature — Cyclops Wizard,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
When Cyclops Superconductor enters the battlefield, you get {E}{E}{E} (three energy counters).
When Cyclops Superconductor dies, you may pay {E}{E}{E}. When you do, Cyclops Superconductor deals damage equal to its power to any target.",2,2,"['R', 'U']","['R', 'U']",['Prowess'],mh3,common
Emissary of Soulfire,WU,U,94301,5.82,16374,7.53,56525,,,9446,,13452,,22898,,33731,,-0.3pp,{1}{W}{U},3,Creature — Djinn Monk,"When Emissary of Soulfire enters the battlefield, you get {E}{E}{E} (three energy counters).
Pay {E}{E}: Put an exalted counter on target creature you control. Activate only as a sorcery. (Whenever a creature you control attacks alone, it gets +1/+1 until end of turn for each instance of exalted among permanents you control.)",1,4,"['U', 'W']","['U', 'W']",[],mh3,uncommon
Expanding Ooze,BG,C,256861,6.09,33156,8.6,110709,,,18948,,24257,,43205,,66784,,-0.5pp,{1}{B}{G},3,Creature — Ooze,"{B}{G}: Adapt 1. (If this creature has no +1/+1 counters on it, put a +1/+1 counter on it.)
Whenever Expanding Ooze attacks, put a +1/+1 counter on target modified creature you control. (Equipment, Auras you control, and counters are modifications.)",3,3,"['B', 'G']","['B', 'G']",['Adapt'],mh3,common
Faithful Watchdog,WG,C,256811,6.27,38139,8.38,134035,,,23643,,25808,,49451,,83982,,0.2pp,{G}{W},2,Creature — Dog,"Vigilance
Faithful Watchdog enters the battlefield with three +1/+1 counters on it.",0,0,"['G', 'W']","['G', 'W']",['Vigilance'],mh3,common
"Genku, Future Shaper",WU,R,16596,2.51,7727,2.49,39636,,,6607,,10042,,16649,,23098,,5.2pp,{2}{W}{U},4,Legendary Creature — Moonfolk Wizard,"Whenever another nontoken permanent you control leaves the battlefield, choose one that hasn't been chosen this turn. Create a creature token with those characteristics.
• 2/2 white Fox with vigilance.
• 1/2 blue Moonfolk with flying.
• 1/1 black Rat with lifelink.
{3}{W}{U}: Put a +1/+1 counter on each creature you control.",2,5,"['U', 'W']","['U', 'W']",[],mh3,rare
Golden-Tail Trainer,WG,U,101590,6.47,13476,8.99,33913,,,5668,,6584,,12252,,21595,,-6.6pp,{1}{G}{W},3,Creature — Fox Samurai,"Aura and Equipment spells you cast cost {X} less to cast, where X is Golden-Tail Trainer's power.
Whenever Golden-Tail Trainer attacks, other modified creatures you control get +X/+X until end of turn, where X is Golden-Tail Trainer's power. (Equipment, Auras you control, and counters are modifications.)",1,3,"['G', 'W']","['G', 'W']",[],mh3,uncommon
Horrid Shadowspinner,UB,U,100043,6.29,15750,8.17,49583,,,8450,,15302,,23752,,26065,,5.6pp,{1}{U}{B},3,Creature — Horror,"Lifelink
Whenever Horrid Shadowspinner attacks, you may draw cards equal to its power. If you do, discard that many cards.",2,3,"['B', 'U']","['B', 'U']",['Lifelink'],mh3,uncommon
Imskir Iron-Eater,BR,R,31620,4.54,5240,5.78,15074,,,2417,,3149,,5566,,9520,,-5.6pp,{6}{B}{R},8,Legendary Creature — Demon,"Affinity for artifacts (This spell costs {1} less to cast for each artifact you control.)
When Imskir Iron-Eater enters the battlefield, you draw X cards and you lose X life, where X is half the number of artifacts you control, rounded down.
{3}{R}, Sacrifice an artifact: Imskir deals damage equal to the sacrificed artifact's mana value to any target.",5,5,"['B', 'R']","['B', 'R']",['Affinity'],mh3,rare
Invert Polarity,UR,R,31325,4.28,7413,5.02,27834,,,4590,,7349,,11939,,15934,,5.2pp,{U}{U}{R},3,Instant,"Choose target spell, then flip a coin. If you win the flip, gain control of that spell and you may choose new targets for it. If you lose the flip, counter that spell.",,,"['R', 'U']","['R', 'U']",[],mh3,rare
Izzet Generatorium,UR,U,102075,6.63,15011,8.92,32833,,,5537,,8114,,13651,,19175,,-3.2pp,{U}{R},2,Artifact,"If you would get one or more {E} (energy counters), you get that many plus one {E} instead.
{T}: Draw a card. Activate only if you've paid or lost four or more {E} this turn.",,,"['R', 'U']","['R', 'U']",[],mh3,uncommon
"Kudo, King Among Bears",WG,R,39788,5.36,5757,7.61,12991,,,2331,,2448,,4779,,8127,,-1.9pp,{G}{W},2,Legendary Creature — Bear,Other creatures have base power and toughness 2/2 and are Bears in addition to their other types.,2,2,"['G', 'W']","['G', 'W']",[],mh3,rare
"Nadu, Winged Wisdom",UG,R,12198,1.85,7314,1.79,38551,,,6834,,9468,,16302,,21632,,7.9pp,{1}{G}{U},3,Legendary Creature — Bird Wizard,"Flying
Creatures you control have ""Whenever this creature becomes the target of a spell or ability, reveal the top card of your library. If it's a land card, put it onto the battlefield. Otherwise, put it into your hand. This ability triggers only twice each turn.""",3,4,"['G', 'U']","['G', 'U']",['Flying'],mh3,rare
The Necrobloom,WBG,R,35983,4.94,4870,7.05,8674,,,1400,,2025,,3425,,5198,,-0.5pp,{1}{W}{B}{G},4,Legendary Creature — Plant,"Landfall — Whenever a land enters the battlefield under your control, create a 0/1 green Plant creature token. If you control seven or more lands with different names, create a 2/2 black Zombie creature token instead.
Land cards in your graveyard have dredge 2. (You may return a land card from your graveyard to your hand and mill two cards instead of drawing a card.)",2,7,"['B', 'G', 'W']","['B', 'G', 'W']","['Mill', 'Landfall']",mh3,rare
Obstinate Gargoyle,WB,C,293911,7.68,35803,10.83,67190,,,11328,,14659,,25987,,40939,,-0.7pp,{1}{W}{B},3,Artifact Creature — Gargoyle,"Obstinate Gargoyle has flying as long as it's modified. (Equipment, Auras you control, and counters are modifications.)
Persist (When this creature dies, if it had no -1/-1 counters on it, return it to the battlefield under its owner's control with a -1/-1 counter on it.)",2,2,"['B', 'W']","['B', 'W']",['Persist'],mh3,common
"Phlage, Titan of Fire's Fury",WR,M,5905,1.78,3653,1.7,19477,,,3492,,3968,,7460,,11969,,8.9pp,{1}{R}{W},3,Legendary Creature — Elder Giant,"When Phlage enters the battlefield, sacrifice it unless it escaped.
Whenever Phlage enters the battlefield or attacks, it deals 3 damage to any target and you gain 3 life.
Escape—{R}{R}{W}{W}, Exile five other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)",6,6,"['R', 'W']","['R', 'W']",['Escape'],mh3,mythic
Planar Genesis,UG,U,97514,5.71,13360,8.1,47605,,,8277,,11969,,20246,,27353,,0.1pp,{G}{U},2,Instant,"Look at the top four cards of your library. You may put a land card from among them onto the battlefield tapped. If you don't, put a card from among them into your hand. Put the rest on the bottom of your library in a random order.",,,"['G', 'U']","['G', 'U']",[],mh3,uncommon
Psychic Frog,UB,R,19226,2.93,7510,2.85,34890,,,6036,,10514,,16550,,18372,,11.3pp,{U}{B},2,Creature — Frog,"Whenever Psychic Frog deals combat damage to a player or planeswalker, draw a card.
Discard a card: Put a +1/+1 counter on Psychic Frog.
Exile three cards from your graveyard: Psychic Frog gains flying until end of turn.",1,2,"['B', 'U']","['B', 'U']",[],mh3,rare
Pyretic Rebirth,BR,U,96036,5.69,15548,7.7,51465,,,8237,,11404,,19641,,31787,,0.1pp,{2}{B}{R},4,Instant,Return target artifact or creature card from your graveyard to your hand. Pyretic Rebirth deals damage equal to that card's mana value to up to one target creature or planeswalker.,,,"['B', 'R']","['B', 'R']",[],mh3,uncommon
Riddle Gate Gargoyle,WU,C,258818,6.33,43841,8.18,156138,,,26576,,36986,,63562,,92019,,3.4pp,{W}{U},2,Artifact Creature — Gargoyle,"Flying
When Riddle Gate Gargoyle enters the battlefield, you get {E}{E}{E} (three energy counters).
Whenever you attack, you may pay {E}{E}. When you do, target creature you control gains lifelink until end of turn.",2,2,"['U', 'W']","['U', 'W']",['Flying'],mh3,common
"Rosheen, Roaring Prophet",RG,R,46633,6.25,5743,9.43,3172,,,534,,644,,1178,,1961,,-0.2pp,{2}{R}{G},4,Legendary Creature — Giant Shaman,"When Rosheen, Roaring Prophet enters the battlefield, mill six cards. You may put a card with {X} in its mana cost from among them into your hand.
{T}: Reveal any number of cards with {X} in their mana cost in your hand. Add {C}{C} for each card revealed this way. Spend this mana only on costs that contain {X}.",4,4,"['G', 'R']","['G', 'R']",['Mill'],mh3,rare
Scurry of Gremlins,WR,U,65186,3.98,22220,4.27,115489,,,19190,,22707,,41897,,72958,,3.6pp,{2}{R}{W},4,Enchantment,"When Scurry of Gremlins enters the battlefield, create two 1/1 red Gremlin creature tokens. Then you get an amount of {E} (energy counters) equal to the number of creatures you control.
Pay {E}{E}{E}{E}: Creatures you control get +1/+0 and gain haste until end of turn.",,,"['R', 'W']","['R', 'W']",[],mh3,uncommon
Snapping Voidcraw,UG,C,199634,4.51,33858,5.92,157028,,,27696,,38770,,66466,,88582,,0.3pp,{1}{G}{U},3,Creature — Eldrazi Turtle,"Devoid (This card has no color.)
{T}: Add {C}{C}.
{3}{C}, {T}: Draw a card.",1,3,[],"['G', 'U']",['Devoid'],mh3,common
Sneaky Snacker,UB,C,265412,6.86,47915,8.36,162960,,,28257,,51602,,79859,,83109,,6.7pp,{U}{B},2,Creature — Faerie Rogue,"Flying
When you draw your third card in a turn, return Sneaky Snacker from your graveyard to the battlefield tapped.",2,1,"['B', 'U']","['B', 'U']",['Flying'],mh3,common
Titans' Vanguard,RG,U,45976,2.77,17536,3.01,92780,,,15505,,21136,,36641,,54167,,4.4pp,{3}{R}{G},5,Creature — Eldrazi,"Devoid (This card has no color.)
When you cast this spell and whenever Titans' Vanguard attacks, put a +1/+1 counter on each colorless creature you control.
Trample",5,5,[],"['G', 'R']","['Devoid', 'Trample']",mh3,uncommon
Wight of the Reliquary,BG,R,25022,3.49,5473,4.16,21876,,,3868,,5036,,8904,,12743,,4.2pp,{B}{G},2,Creature — Zombie Knight,"Vigilance
Wight of the Reliquary gets +1/+1 for each creature card in your graveyard.
{T}, Sacrifice another creature: Search your library for a land card, put it onto the battlefield tapped, then shuffle.",2,2,"['B', 'G']","['B', 'G']",['Vigilance'],mh3,rare
Writhing Chrysalis,RG,C,106004,2.61,51888,2.68,290013,,,50464,,65225,,115689,,167297,,9.0pp,{2}{R}{G},4,Creature — Eldrazi Drone,"Devoid (This card has no color.)
When you cast this spell, create two 0/1 colorless Eldrazi Spawn creature tokens with ""Sacrifice this creature: Add {C}.""
Reach
Whenever you sacrifice another Eldrazi, put a +1/+1 counter on Writhing Chrysalis.",2,3,[],"['G', 'R']","['Reach', 'Devoid']",mh3,common
Disruptor Flute,,R,50251,6.77,5742,10.29,138,,,21,,26,,47,,91,,,{2},2,Artifact,"Flash
As Disruptor Flute enters the battlefield, choose a card name.
Spells with the chosen name cost {3} more to cast.
Activated abilities of sources with the chosen name can't be activated unless they're mana abilities.",,,[],[],['Flash'],mh3,rare
Idol of False Gods,,U,88894,5.01,10052,7.41,36148,,,6355,,8358,,14713,,21175,,-1.9pp,{2},2,Kindred Artifact — Eldrazi,"{1}{C}, {T}: Create a 0/1 colorless Eldrazi Spawn creature token with ""Sacrifice this creature: Add {C}.""
Whenever another Eldrazi you control dies, put a +1/+1 counter on Idol of False Gods.
As long as Idol of False Gods has eight or more +1/+1 counters on it, it's a 0/0 creature in addition to its other types and it has annihilator 2.",,,[],[],[],mh3,uncommon
Solar Transformer,,U,74227,3.93,17848,4.93,89345,,,16714,,20644,,37358,,51631,,2.1pp,{2},2,Artifact,"Solar Transformer enters the battlefield tapped.
When Solar Transformer enters the battlefield, you get {E}{E}{E} (three energy counters).
{T}: Add {C}.
{T}, Pay {E}: Add one mana of any color.",,,[],[],[],mh3,uncommon
Vexing Bauble,,U,120067,7.93,12183,11.79,5224,,,947,,1110,,2057,,3165,,-2.1pp,{1},1,Artifact,"Whenever a player casts a spell, if no mana was spent to cast it, counter that spell.
{1}, {T}, Sacrifice Vexing Bauble: Draw a card.",,,[],[],[],mh3,uncommon
Winter Moon,,R,49294,6.72,5582,10.31,114,,,17,,26,,43,,70,,,{2},2,Artifact,Players can't untap more than one nonbasic land during their untap steps.,,,[],[],[],mh3,rare
Archway of Innovation,U,R,47822,6.29,5561,9.63,3628,,,608,,931,,1539,,2094,,-2.8pp,,0,Land,"Archway of Innovation enters the battlefield tapped unless you control an Island.
{T}: Add {U}.
{U}, {T}: The next spell you cast this turn has improvise. (Your artifacts can help cast that spell. Each artifact you tap after you're done activating mana abilities pays for {1}.)",,,[],['U'],[],mh3,rare
Arena of Glory,R,R,39928,4.96,6364,6.94,27402,,,4659,,5557,,10216,,17093,,-0.5pp,,0,Land,"Arena of Glory enters the battlefield tapped unless you control a Mountain.
{T}: Add {R}.
{R}, {T}, Exert Arena of Glory: Add {R}{R}. If that mana is spent on a creature spell, it gains haste until end of turn. (An exerted permanent won't untap during your next untap step.)",,,[],['R'],['Exert'],mh3,rare
Bloodstained Mire,,R,35922,4.39,5078,6.4,17017,,,3062,,3690,,6752,,10234,,1.4pp,,0,Land,"{T}, Pay 1 life, Sacrifice Bloodstained Mire: Search your library for a Swamp or Mountain card, put it onto the battlefield, then shuffle.",,,[],[],[],mh3,rare
Bountiful Landscape,URG,C,250768,5.07,45776,7.11,244465,,,44627,,55485,,100112,,142855,,1.3pp,,0,Land,"{T}: Add {C}.
{T}, Sacrifice Bountiful Landscape: Search your library for a basic Forest, Island, or Mountain card, put it onto the battlefield tapped, then shuffle.
Cycling {G}{U}{R} ({G}{U}{R}, Discard this card: Draw a card.)",,,[],"['G', 'R', 'U']",['Cycling'],mh3,common
Contaminated Landscape,WUB,C,283350,6.28,42065,8.97,178117,,,31993,,43978,,75971,,102020,,2.1pp,,0,Land,"{T}: Add {C}.
{T}, Sacrifice Contaminated Landscape: Search your library for a basic Plains, Island, or Swamp card, put it onto the battlefield tapped, then shuffle.
Cycling {W}{U}{B} ({W}{U}{B}, Discard this card: Draw a card.)",,,[],"['B', 'U', 'W']",['Cycling'],mh3,common
